reaction	linear_coefficient
rxn25492_c	0.0042366246193997386
rxn38710_c	0.007278526895751776
rxn38702_c	0.016383935044222125
rxn13914_c	0.018854574452660575
rxn03140_c	0.018854574452660575
rxn02297_c	0.017210381325213863
rxn31257_c	0.04860664056836306
rxn38489_c	0.04860664056836306
rxn31255_c	0.04860664056836306
rxn31254_c	0.04860664056836306
rxn38492_c	0.04860664056836306
rxn07573_c	0.04860664056836306
rxn31256_c	0.04860664056836306
rxn38484_c	0.04860664056836306
rxn06429_c	0.030427722198057127
rxn11156_c	0.030427722198057127
rxn06081_c	0.005489343192692475
rxn27618_c	0.01831230969986951
rxn01800_c	0.0036247643903146295
rxn33463_c	0.0036247643903146295
rxn11749_c	0.0036247643903146295
rxn03599_c	0.009125706829056111
rxn30339_c	0.00987385819921705
rxn33715_c	0.011839930404523705
rxn35346_c	0.050323328983616064
rxn31870_c	0.050323328983616064
rxn38114_c	0.01666811657242279
rxn30418_c	0.0643526170798898
rxn38077_c	0.008302160359576627
rxn35429_c	0.35464114832535887
rxn35443_c	0.35464114832535887
rxn16485_c	0.01162534435261708
rxn31210_c	0.101267217630854
rxn19980_c	0.101267217630854
rxn32365_c	0.021910975786573875
rxn26073_c	0.07661012034217776
rxn16660_c	0.008160069595476294
rxn35413_c	0.006582572132811367
rxn19018_c	0.011825431346962447
rxn34630_c	0.06121212121212121
rxn26310_c	0.2613281136726113
rxn32357_c	0.029067710598811077
rxn03395_c	0.029067710598811077
rxn33220_c	0.029067710598811077
rxn15785_c	0.029067710598811077
rxn06723_c	0.12815137016093955
rxn32810_c	0.005231259968102073
rxn31217_c	0.14686095403798752
rxn17745_c	0.14686095403798752
rxn31243_c	0.14686095403798752
rxn33618_c	0.14686095403798752
rxn00321_c	0.009163404378715384
rxn38482_c	0.20503407278526894
rxn31276_c	0.20503407278526894
rxn38486_c	0.20503407278526894
rxn38490_c	0.20503407278526894
rxn38485_c	0.20503407278526894
rxn37965_c	0.20503407278526894
rxn38487_c	0.20503407278526894
rxn30096_c	0.20503407278526894
rxn04023_c	0.01245759025663332
rxn32460_c	0.01591416557923735
rxn16223_c	0.025640133391329565
rxn16221_c	0.025640133391329565
rxn19253_c	0.01795563288386255
rxn33346_c	0.01795563288386255
rxn06741_c	0.013231839930404525
rxn07241_c	0.013231839930404525
rxn34204_c	0.04584891982021169
rxn35234_c	0.01215311004784689
rxn16681_c	0.005028273162244454
rxn32682_c	0.008539944903581268
rxn14089_c	0.03589096708713933
rxn38034_c	0.03589096708713933
rxn11834_c	0.008539944903581268
rxn11838_c	0.008539944903581268
rxn31891_c	0.03589096708713933
rxn05871_c	0.03589096708713933
rxn38318_c	0.03589096708713933
rxn11809_c	0.008539944903581268
rxn03282_c	0.008539944903581268
rxn04726_c	0.03589096708713933
rxn32074_c	0.008539944903581268
rxn03893_c	0.008670436421632594
rxn11643_c	0.008670436421632594
rxn28991_c	0.034771639843410175
rxn30152_c	0.034771639843410175
rxn15783_c	0.022151660142090763
rxn06831_c	0.022151660142090763
rxn03397_c	0.022151660142090763
rxn16584_c	0.022151660142090763
rxn04674_c	0.022151660142090763
rxn27893_c	0.010758300710453821
rxn03159_c	0.00968537045092069
rxn31826_c	0.05185442946208496
rxn38718_c	0.006483978541394809
rxn37956_c	0.014675946063505871
rxn32091_c	0.014675946063505871
rxn13940_c	0.06613020153690011
rxn13941_c	0.06613020153690011
rxn37906_c	0.008972016818906772
rxn33079_c	0.020550964187327825
rxn06798_c	0.05139335943163694
rxn02798_c	0.05139335943163694
rxn01494_c	0.004303320284181528
rxn16665_c	0.009763665361751486
rxn33688_c	0.007762795418297811
rxn33703_c	0.007762795418297811
rxn04480_c	0.06910540814847035
rxn04288_c	0.06910540814847035
rxn34771_c	0.0049354791938524
rxn07204_c	0.009560678555893867
rxn13939_c	0.009560678555893867
rxn38233_c	0.036427432216905906
rxn20202_c	0.03104538205016674
rxn12649_c	0.0004088734232274902
rxn01601_c	0.0004088734232274902
rxn30104_c	0.0004088734232274902
rxn14120_c	0.0004088734232274902
rxn01602_c	0.0004088734232274902
rxn32434_c	0.0004088734232274902
rxn33281_c	0.010810497317674351
rxn30979_c	0.010810497317674351
rxn33994_c	0.010810497317674351
rxn16801_c	0.007429317094388865
rxn02875_c	0.02963897346672466
rxn33098_c	0.02448890822096564
rxn03167_c	0.03188632738871973
rxn00461_c	0.009462084964477308
rxn38243_c	0.004558503697259678
rxn28327_c	0.04258953168044077
rxn06874_c	0.03648832825866319
rxn06926_c	0.03648832825866319
rxn38909_c	0.005837320574162679
rxn30397_c	0.005837320574162679
rxn38910_c	0.005837320574162679
rxn30398_c	0.005837320574162679
rxn10534_c	0.05243729157604756
rxn11595_c	0.05243729157604756
rxn38696_c	0.03241989270697405
rxn02235_c	0.01629404088734232
rxn01710_c	0.01629404088734232
rxn33067_c	0.00954907930984486
rxn30332_c	0.013742206756560824
rxn32155_c	0.225115267507612
rxn31412_c	0.225115267507612
