lbj:LBJ_0002	2548.726389	2394.622303	2400.694821	2841.672795
metc:MTCT_1105	4853.342011	4971.53924	4589.271186	5186.742577
cbi:CLJ_B0032	4366.432902	4592.366403	4181.606028	4647.770656
lbj:LBJ_0018	1236.302914	1325.646574	1315.7973	1402.115252
ceu:A7L45_06245	3005.449758	2766.503355	2721.082073	2820.981003
lbj:LBJ_0033	1094.561178	875.01424	1114.72668	973.4995566
lbj:LBJ_0034	3869.024405	3768.39466	3375.11398	3554.06164
hebr:AEBR_0662	16309.48653	16822.14876	14796.36712	16345.53051
lbj:LBJ_0039	3439.861928	3393.596894	3431.457945	4115.696
lbj:LBJ_0040	7257.701818	6434.271378	6512.699481	8593.005702
ceb:B0D95_03505	489.5339562	406.8816216	468.4282578	554.7370955
hhy:Halhy_4875	2237.682025	1677.110627	1789.749476	2738.213834
lbj:LBJ_0045	1210.054444	1157.935511	1282.653791	1335.113258
aoz:HUE56_20200	1463.352175	1340.230144	1264.977253	1455.322718
lbj:LBJ_0053	12872.24944	13667.72243	15220.60403	10407.97147
rev:HUE57_01805	6348.192349	6848.444785	7546.776956	6285.37821
lbj:LBJ_0062	1321.61044	1080.642586	1104.783627	1262.199324
lbl:LBL_3017	1700.900824	1742.736695	1569.897534	1615.930438
cbv:U729_2196	4261.439024	5251.543797	4726.264356	5092.151527
pgs:CPT03_09920	1455.477634	1432.106639	1413.018259	1427.733661
lbj:LBJ_0069	312.3567871	285.8379851	357.9498951	327.1273814
lbj:LBJ_0070	1207.429597	980.0159488	1103.678843	1354.819727
lbj:LBJ_0071	26804.93706	34408.47663	28010.68408	21592.37782
lbj:LBJ_0086	17215.05872	16512.97707	15754.21452	16270.64593
lbj:LBJ_0090	838.6386006	869.1808117	855.1025273	886.7910941
mbu:Mbur_1899	1162.807199	1322.729859	1473.781358	1020.795082
lbj:LBJ_0092	5168.323645	5025.498452	4973.735888	4800.495789
lbj:LBJ_0101	2483.105215	2425.247802	2570.8315	2788.465329
lbj:LBJ_0102	1338.671945	1178.35251	1352.255159	1431.674955
lbj:LBJ_0103	1883.327687	1927.948042	1684.795031	1934.189909
lbj:LBJ_0107	393.7270426	449.1739765	496.0478485	441.4249002
lbj:LBJ_0114	2337.426209	2116.076104	2323.359967	2229.78694
oxy:HCG48_15465	4586.920046	4939.455385	4840.05707	4336.40845
lbj:LBJ_0117	3597.352745	3418.388964	3770.626519	3137.269826
