reaction	linear_coefficient
rxn32091_c	[0.02669437940939284, 0.02696218532976661, 0.029669855918720626, 0.024500245716816763]
rxn33140_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn06086_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn05963_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn38482_c	[0.002970927104526727, 0.002031778061425366, 0.002877487260991833, 0.0054373619132465295]
rxn31276_c	[0.002970927104526727, 0.002031778061425366, 0.002877487260991833, 0.0054373619132465295]
rxn38486_c	[0.002970927104526727, 0.002031778061425366, 0.002877487260991833, 0.0054373619132465295]
rxn38490_c	[0.002970927104526727, 0.002031778061425366, 0.002877487260991833, 0.0054373619132465295]
rxn38485_c	[0.002970927104526727, 0.002031778061425366, 0.002877487260991833, 0.0054373619132465295]
rxn37965_c	[0.002970927104526727, 0.002031778061425366, 0.002877487260991833, 0.0054373619132465295]
rxn38487_c	[0.002970927104526727, 0.002031778061425366, 0.002877487260991833, 0.0054373619132465295]
rxn30096_c	[0.002970927104526727, 0.002031778061425366, 0.002877487260991833, 0.0054373619132465295]
rxn38136_c	[0.024858763870996822, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn33062_c	[0.030977482340496087, 0.03042126692478898, 0.03449832543765851, 0.027215262503895173]
rxn33193_c	[0.030977482340496087, 0.03042126692478898, 0.03449832543765851, 0.027215262503895173]
rxn27717_c	[0.025763025126124047, 0.02696218532976661, 0.03131065497167776, 0.023305097533288643]
rxn34220_c	[0.07359381973867109, 0.07325241771249075, 0.07130046076594039, 0.05606953662981364]
rxn33486_c	[0.07359381973867109, 0.07325241771249075, 0.07130046076594039, 0.05606953662981364]
rxn38399_c	[0.07359381973867109, 0.07325241771249075, 0.07130046076594039, 0.05606953662981364]
rxn03159_c	[0.07825263345593085, 0.09156044614338091, 0.08519188091033902, 0.07019340053685384]
rxn14274_c	[0.06194678546596971, 0.06568831121672629, 0.07154566619233887, 0.05606953662981364]
rxn14311_c	[0.06194678546596971, 0.06568831121672629, 0.07154566619233887, 0.05606953662981364]
rxn26073_c	[0.020318030691904018, 0.023784606614668215, 0.02465812528676149, 0.01748163850195034]
rxn33633_c	[0.026168384315317088, 0.02696218532976661, 0.030159255601649948, 0.023305097533288643]
rxn38244_c	[0.1359296059392513, 0.15736094583325608, 0.1835405768846987, 0.10052071571837051]
rxn31426_c	[0.017108387145145544, 0.02297760798742507, 0.02711017950249663, 0.015373168019381664]
rxn13940_c	[0.03382214969919469, 0.0308910123951179, 0.03308039844282793, 0.03128778768084861]
rxn13941_c	[0.03382214969919469, 0.0308910123951179, 0.03308039844282793, 0.03128778768084861]
rxn00290_c	[0.010903791923590022, 0.011101478998378756, 0.012387193147483466, 0.008506197371482248]
rxn33374_c	[0.03182551524660358, 0.03266159146478803, 0.03851756212390375, 0.02754019802547688]
rxn27889_c	[0.0017901217866550026, 0.002019733305585311, 0.0033678981031738655, 0.0015742396265948319]
rxn27887_c	[0.0017901217866550026, 0.002019733305585311, 0.0033678981031738655, 0.0015742396265948319]
rxn15783_c	[0.027617554477639167, 0.06769978539493839, 0.03449832543765851, 0.03390171341106845]
rxn06831_c	[0.027617554477639167, 0.06769978539493839, 0.03449832543765851, 0.03390171341106845]
rxn03397_c	[0.027617554477639167, 0.06769978539493839, 0.03449832543765851, 0.03390171341106845]
rxn16584_c	[0.027617554477639167, 0.06769978539493839, 0.03449832543765851, 0.03390171341106845]
rxn04674_c	[0.027617554477639167, 0.06769978539493839, 0.03449832543765851, 0.03390171341106845]
rxn27724_c	[0.020994310102078216, 0.023989367458167755, 0.024050442294491214, 0.019091874515650954]
rxn03439_c	[0.07359381973867109, 0.07523980238067456, 0.08043702797384818, 0.06596923878560504]
rxn16607_c	[0.07359381973867109, 0.07523980238067456, 0.08043702797384818, 0.06596923878560504]
rxn03182_c	[0.07359381973867109, 0.07523980238067456, 0.08043702797384818, 0.06596923878560504]
rxn15833_c	[0.06398635828640974, 0.06637486228556888, 0.07031963908929628, 0.06529770537677897]
rxn38114_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn31994_c	[0.01083938435954783, 0.010993076203251477, 0.012291243196764499, 0.011084019163816534]
rxn00461_c	[0.02188528138421384, 0.024844545097208338, 0.027749845811673224, 0.020666006591466016]
rxn31452_c	[0.028111345793783424, 0.02867477737340626, 0.029669855918720626, 0.02809619879789315]
rxn30860_c	[0.005740452305994024, 0.005946323619418633, 0.00763234020423765, 0.0033216706423679107]
rxn33762_c	[0.005740452305994024, 0.005946323619418633, 0.00763234020423765, 0.0033216706423679107]
rxn02400_c	[0.005740452305994024, 0.005946323619418633, 0.00763234020423765, 0.0033216706423679107]
rxn31973_c	[0.005740452305994024, 0.005946323619418633, 0.00763234020423765, 0.0033216706423679107]
rxn29952_c	[0.005740452305994024, 0.005946323619418633, 0.00763234020423765, 0.0033216706423679107]
rxn31059_c	[0.005740452305994024, 0.005946323619418633, 0.00763234020423765, 0.0033216706423679107]
rxn32982_c	[0.005740452305994024, 0.005946323619418633, 0.00763234020423765, 0.0033216706423679107]
rxn30907_c	[0.005740452305994024, 0.005946323619418633, 0.00763234020423765, 0.0033216706423679107]
rxn29955_c	[0.005740452305994024, 0.005946323619418633, 0.00763234020423765, 0.0033216706423679107]
rxn30908_c	[0.005740452305994024, 0.005946323619418633, 0.00763234020423765, 0.0033216706423679107]
rxn32378_c	[0.005740452305994024, 0.005946323619418633, 0.00763234020423765, 0.0033216706423679107]
rxn33474_c	[0.005740452305994024, 0.005946323619418633, 0.00763234020423765, 0.0033216706423679107]
rxn29956_c	[0.005740452305994024, 0.005946323619418633, 0.00763234020423765, 0.0033216706423679107]
rxn06729_c	[0.11778814243543176, 0.16050462699931575, 0.14458489822449108, 0.09307608188842209]
rxn05115_c	[0.11864690995599432, 0.14054646702411952, 0.14683439147818594, 0.10484596845319444]
rxn09177_c	[0.09441893168699411, 0.09949794008587941, 0.09297448774757891, 0.09158859927525768]
rxn06044_c	[0.013920212786401135, 0.012787744782949893, 0.014967180621193942, 0.011120123109030424]
rxn27816_c	[0.019469997777617307, 0.01847286940565782, 0.020404344292619808, 0.017654937441908353]
rxn27815_c	[0.019469997777617307, 0.01847286940565782, 0.020404344292619808, 0.017654937441908353]
rxn27936_c	[0.008316754821060193, 0.008680483133167579, 0.006416974205222172, 0.008506197371482248]
rxn27916_c	[0.0854662805223266, 0.09388508401803371, 0.1228575657371919, 0.06768056585616423]
rxn16641_c	[0.017108387145145544, 0.01841264563058711, 0.017046096142905302, 0.014694413824444148]
rxn32021_c	[0.025763025126124047, 0.02696218532976661, 0.028154967812953378, 0.023305097533288643]
rxn03951_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn05116_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn11663_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn38132_c	[0.028111345793783424, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn06741_c	[0.14938005202149246, 0.17486197568645784, 0.14683439147818594, 0.1188398582102287]
rxn07241_c	[0.14938005202149246, 0.17486197568645784, 0.14683439147818594, 0.1188398582102287]
rxn37873_c	[0.07541870068714968, 0.07523980238067456, 0.08502130322660527, 0.06922581477287686]
rxn31786_c	[0.07541870068714968, 0.07523980238067456, 0.08502130322660527, 0.06922581477287686]
rxn06874_c	[0.020854760384076406, 0.017376796649816142, 0.020372360975713485, 0.01898356268000928]
rxn06926_c	[0.020854760384076406, 0.017376796649816142, 0.020372360975713485, 0.01898356268000928]
rxn00965_c	[0.2901535151387492, 0.3148220353103148, 0.31051434037082276, 0.2755887527806184]
rxn00321_c	[0.03552895010950632, 0.03266159146478803, 0.033816014702723496, 0.03284747816978411]
rxn33164_c	[0.01920163293971033, 0.02083364149579828, 0.02621464665806945, 0.015452596703249232]
rxn34626_c	[0.01920163293971033, 0.02083364149579828, 0.02621464665806945, 0.015452596703249232]
rxn31792_c	[0.01920163293971033, 0.02083364149579828, 0.02621464665806945, 0.015452596703249232]
rxn27667_c	[0.01920163293971033, 0.02083364149579828, 0.02621464665806945, 0.015452596703249232]
rxn30334_c	[0.01920163293971033, 0.02083364149579828, 0.02621464665806945, 0.015452596703249232]
rxn33391_c	[0.01920163293971033, 0.02083364149579828, 0.02621464665806945, 0.015452596703249232]
rxn30151_c	[0.015294240794763592, 0.013956086068876423, 0.017046096142905302, 0.014311711984657543]
rxn30431_c	[0.0016935104422275572, 0.00198359903889106, 0.0026002985244419873, 0.001848629621212918]
rxn30429_c	[0.0016935104422275572, 0.00198359903889106, 0.0026002985244419873, 0.001848629621212918]
rxn30430_c	[0.0016935104422275572, 0.00198359903889106, 0.0026002985244419873, 0.001848629621212918]
rxn30428_c	[0.0016935104422275572, 0.00198359903889106, 0.0026002985244419873, 0.001848629621212918]
rxn32591_c	[0.1618858538147564, 0.1472674406854123, 0.15404129861111202, 0.11187179649814236]
rxn24142_c	[0.2953812623015752, 0.3072458841008318, 0.4272747651664252, 0.3913668887217745]
rxn05054_c	[0.2953812623015752, 0.3072458841008318, 0.4272747651664252, 0.3913668887217745]
rxn02975_c	[0.06398635828640974, 0.07602271148963029, 0.08416841480793649, 0.05713821344332086]
rxn02875_c	[0.013082914470211064, 0.013426116823476797, 0.015084452770317194, 0.014311711984657543]
rxn32814_c	[0.009433152573253882, 0.010210167086036618, 0.010766705152012813, 0.009964796818215856]
rxn32287_c	[0.009433152573253882, 0.010210167086036618, 0.010766705152012813, 0.009964796818215856]
rxn33272_c	[0.038341413690273426, 0.04091224902113596, 0.04190779359052458, 0.035187013910515694]
rxn27997_c	[0.0315249466225859, 0.02696218532976661, 0.03292048185829632, 0.023305097533288643]
rxn35442_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn01667_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn35242_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn35430_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn35439_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn32424_c	[0.023259309392576297, 0.023989367458167755, 0.02609737449929625, 0.02058657790759845]
rxn33129_c	[0.023259309392576297, 0.023989367458167755, 0.02609737449929625, 0.02058657790759845]
rxn28991_c	[0.00936874500921169, 0.010595599271266541, 0.014711314095593312, 0.008426768694943024]
rxn30152_c	[0.00936874500921169, 0.010595599271266541, 0.014711314095593312, 0.008426768694943024]
rxn32803_c	[0.025763025126124047, 0.02696218532976661, 0.027302079394284615, 0.023305097533288643]
rxn32571_c	[0.025763025126124047, 0.02696218532976661, 0.027302079394284615, 0.023305097533288643]
rxn32492_c	[0.025763025126124047, 0.02696218532976661, 0.027302079394284615, 0.023305097533288643]
rxn34257_c	[0.025763025126124047, 0.02696218532976661, 0.027302079394284615, 0.023305097533288643]
rxn33087_c	[0.025763025126124047, 0.02696218532976661, 0.027302079394284615, 0.023305097533288643]
rxn38004_c	[0.025763025126124047, 0.02696218532976661, 0.027302079394284615, 0.023305097533288643]
rxn27432_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.02754019802547688]
rxn35415_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.02754019802547688]
rxn06723_c	[0.013673317128329003, 0.014654681892733161, 0.017046096142905302, 0.011394513105847015]
rxn34204_c	[0.02100504469199564, 0.023989367458167755, 0.027302079394284615, 0.01748163850195034]
rxn32619_c	[0.017108387145145544, 0.017485199453202545, 0.018538650880400614, 0.017842677968745935]
rxn02440_c	[0.09351722582312028, 0.10378587310216948, 0.09544786416171833, 0.07506743335325107]
rxn02438_c	[0.09351722582312028, 0.10378587310216948, 0.09544786416171833, 0.07506743335325107]
rxn03514_c	[0.35504413470482377, 0.31807411932931556, 0.4407504021620918, 0.2755887527806184]
rxn30072_c	[0.35504413470482377, 0.31807411932931556, 0.4407504021620918, 0.2755887527806184]
rxn02655_c	[0.038341413690273426, 0.04091224902113596, 0.04190779359052458, 0.035187013910515694]
rxn38069_c	[0.023237840204562234, 0.025254066792466546, 0.02848546208121874, 0.020666006591466016]
rxn33856_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn02000_c	[0.21525825413806343, 0.24756412023895102, 0.2690319798583647, 0.1843613004643093]
rxn35431_c	[0.03382214969919469, 0.03502236355492849, 0.033794692494669265, 0.032919686067540234]
rxn35428_c	[0.03382214969919469, 0.03502236355492849, 0.033794692494669265, 0.032919686067540234]
rxn30332_c	[0.02950684299015995, 0.033432455818729626, 0.03312304285893639, 0.03250088028253974]
rxn04480_c	[0.030183122400334144, 0.03042126692478898, 0.03528724723216458, 0.02646430041120153]
rxn04288_c	[0.030183122400334144, 0.03042126692478898, 0.03528724723216458, 0.02646430041120153]
rxn28560_c	[0.1275136844340393, 0.12434627082807284, 0.17154683347907554, 0.12923779482755982]
rxn38909_c	[0.06437280366248367, 0.07083142184727957, 0.07174822719297895, 0.05859681289005447]
rxn30397_c	[0.06437280366248367, 0.07083142184727957, 0.07174822719297895, 0.05859681289005447]
rxn38910_c	[0.06437280366248367, 0.07083142184727957, 0.07174822719297895, 0.05859681289005447]
rxn30398_c	[0.06437280366248367, 0.07083142184727957, 0.07174822719297895, 0.05859681289005447]
rxn34718_c	[0.017806135743333805, 0.019785747760013177, 0.02100136618568794, 0.01591472721957506]
rxn31323_c	[0.017806135743333805, 0.019785747760013177, 0.02100136618568794, 0.01591472721957506]
rxn30156_c	[0.017806135743333805, 0.019785747760013177, 0.02100136618568794, 0.01591472721957506]
rxn31887_c	[0.017806135743333805, 0.019785747760013177, 0.02100136618568794, 0.01591472721957506]
rxn31322_c	[0.017806135743333805, 0.019785747760013177, 0.02100136618568794, 0.01591472721957506]
rxn31225_c	[0.017806135743333805, 0.019785747760013177, 0.02100136618568794, 0.01591472721957506]
rxn31324_c	[0.017806135743333805, 0.019785747760013177, 0.02100136618568794, 0.01591472721957506]
rxn34716_c	[0.017806135743333805, 0.019785747760013177, 0.02100136618568794, 0.01591472721957506]
rxn31321_c	[0.017806135743333805, 0.019785747760013177, 0.02100136618568794, 0.01591472721957506]
rxn31325_c	[0.017806135743333805, 0.019785747760013177, 0.02100136618568794, 0.01591472721957506]
rxn31326_c	[0.017806135743333805, 0.019785747760013177, 0.02100136618568794, 0.01591472721957506]
rxn34710_c	[0.017806135743333805, 0.019785747760013177, 0.02100136618568794, 0.01591472721957506]
rxn30116_c	[0.017806135743333805, 0.019785747760013177, 0.02100136618568794, 0.01591472721957506]
rxn31327_c	[0.017806135743333805, 0.019785747760013177, 0.02100136618568794, 0.01591472721957506]
rxn34709_c	[0.017806135743333805, 0.019785747760013177, 0.02100136618568794, 0.01591472721957506]
rxn37889_c	[0.017806135743333805, 0.019785747760013177, 0.02100136618568794, 0.01591472721957506]
rxn34717_c	[0.017806135743333805, 0.019785747760013177, 0.02100136618568794, 0.01591472721957506]
rxn03513_c	[0.21007344540034084, 0.20355258341856772, 0.214052660113236, 0.16633821032760204]
rxn04047_c	[0.21007344540034084, 0.20355258341856772, 0.214052660113236, 0.16633821032760204]
rxn38702_c	[0.09581442894880435, 0.11756507343300497, 0.12737787438508621, 0.09012277902775595]
rxn06081_c	[0.06674514889305207, 0.07515548909557557, 0.07130046076594039, 0.06249603911972155]
rxn35454_c	[0.023871181238708305, 0.02615742345982282, 0.023634659184358975, 0.023305097533288643]
rxn15005_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn32195_c	[0.038341413690273426, 0.04091224902113596, 0.04190779359052458, 0.035187013910515694]
rxn01729_c	[0.038341413690273426, 0.04091224902113596, 0.04190779359052458, 0.035187013910515694]
rxn31894_c	[0.038341413690273426, 0.04091224902113596, 0.04190779359052458, 0.035187013910515694]
rxn06045_c	[0.1359296059392513, 0.16072143262260682, 0.18016100651728004, 0.11187179649814236]
rxn29006_c	[0.025763025126124047, 0.02696218532976661, 0.029061161756582694, 0.023305097533288643]
rxn01416_c	[0.022464949452414357, 0.02681988501037801, 0.02848546208121874, 0.018774159787509032]
rxn02229_c	[0.022464949452414357, 0.02681988501037801, 0.02848546208121874, 0.018774159787509032]
rxn27531_c	[0.02669437940939284, 0.027602794127592867, 0.03292048185829632, 0.023305097533288643]
rxn01352_c	[0.037890560750157294, 0.06612192242201277, 0.06162017719957498, 0.03406779156491502]
rxn02518_c	[0.03414418751122643, 0.031866637592559026, 0.035511130440858886, 0.02757630197069077]
rxn01962_c	[0.03414418751122643, 0.031866637592559026, 0.035511130440858886, 0.02757630197069077]
rxn32974_c	[0.03414418751122643, 0.031866637592559026, 0.035511130440858886, 0.02757630197069077]
rxn02286_c	[0.06852709146550254, 0.07602271148963029, 0.08416841480793649, 0.05622839399022043]
rxn38130_c	[0.025763025126124047, 0.024013456968196036, 0.029669855918720626, 0.02052159080328211]
rxn15964_c	[0.025763025126124047, 0.024013456968196036, 0.029669855918720626, 0.02052159080328211]
rxn32978_c	[0.03394023022918243, 0.038912819597938006, 0.036097491225074926, 0.02757630197069077]
rxn30128_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.02702030119094615]
rxn30068_c	[0.013243933376226936, 0.014654681892733161, 0.014594041936820115, 0.010311394705460226]
rxn30020_c	[0.09351722582312028, 0.09388508401803371, 0.09041582248192268, 0.08743664546573508]
rxn27785_c	[0.09992577836761588, 0.12003424833479097, 0.12737787438508621, 0.08988449300546664]
rxn16581_c	[0.016968837427143734, 0.0186896750041715, 0.017046096142905302, 0.015755869851839927]
rxn30384_c	[0.006899788437487527, 0.007608499887354185, 0.009508694728203917, 0.005740635064768562]
rxn31689_c	[0.012900426376181124, 0.01113761327168031, 0.014327514302367393, 0.01082407074655117]
rxn32991_c	[0.012900426376181124, 0.01113761327168031, 0.014327514302367393, 0.01082407074655117]
rxn16149_c	[0.0191586945636822, 0.013956086068876423, 0.015084452770317194, 0.023305097533288643]
rxn33083_c	[0.025763025126124047, 0.02867477737340626, 0.031097432862185588, 0.025561701751540884]
rxn27994_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn32907_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn31264_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn33298_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn28045_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn03893_c	[0.031943595784770545, 0.04021365319727922, 0.033794692494669265, 0.028038432487016596]
rxn11643_c	[0.031943595784770545, 0.04021365319727922, 0.033794692494669265, 0.028038432487016596]
rxn28979_c	[0.01292189556419519, 0.013630877666976337, 0.017046096142905302, 0.008708379477871054]
rxn03264_c	[0.01292189556419519, 0.013630877666976337, 0.017046096142905302, 0.008708379477871054]
rxn07587_c	[0.21007344540034084, 0.1998307539787927, 0.20228279985840744, 0.16633821032760204]
rxn02118_c	[0.02669437940939284, 0.028963851502004794, 0.03292048185829632, 0.023305097533288643]
rxn02415_c	[0.02669437940939284, 0.028963851502004794, 0.03292048185829632, 0.023305097533288643]
rxn33766_c	[0.02669437940939284, 0.028963851502004794, 0.03292048185829632, 0.023305097533288643]
rxn00921_c	[0.02669437940939284, 0.028963851502004794, 0.03292048185829632, 0.023305097533288643]
rxn33412_c	[0.09441893168699411, 0.0960049609665957, 0.10922201210874395, 0.07250405311848297]
rxn33981_c	[0.05967105157737499, 0.03943074408832349, 0.03910392290811979, 0.05800470816509595]
rxn01303_c	[0.05967105157737499, 0.03943074408832349, 0.03910392290811979, 0.05800470816509595]
rxn38117_c	[0.03414418751122643, 0.03380584324068628, 0.035511130440858886, 0.03149719057334886]
rxn30731_c	[0.02749947394765142, 0.028650687855118852, 0.03110809397103768, 0.02523676622995918]
rxn03263_c	[0.02749947394765142, 0.028650687855118852, 0.03110809397103768, 0.02523676622995918]
rxn00346_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn28987_c	[0.1618858538147564, 0.14263020979848945, 0.14262325492910258, 0.15889357657093706]
rxn02774_c	[0.1618858538147564, 0.14263020979848945, 0.14262325492910258, 0.15889357657093706]
rxn16485_c	[0.07825263345593085, 0.07687788913693, 0.08416841480793649, 0.07019340053685384]
rxn30897_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn28001_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn28169_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn19213_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn34262_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn33867_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.023305097533288643]
rxn32473_c	[0.014049027914485519, 0.013582698646919768, 0.017046096142905302, 0.011408954678069896]
rxn27685_c	[0.014049027914485519, 0.013582698646919768, 0.017046096142905302, 0.011408954678069896]
rxn37661_c	[0.02950684299015995, 0.02867477737340626, 0.029669855918720626, 0.026442638045538865]
rxn04482_c	[0.012385165872022801, 0.010330614644437165, 0.012291243196764499, 0.010311394705460226]
rxn35316_c	[0.01081791517971298, 0.009571795045509715, 0.011321082619322536, 0.009791497870929498]
rxn05890_c	[0.01081791517971298, 0.009571795045509715, 0.011321082619322536, 0.009791497870929498]
rxn34567_c	[0.02680172534946316, 0.02867477737340626, 0.03240874880709506, 0.030103578230931592]
rxn01022_c	[0.026168384315317088, 0.027638928392635292, 0.029669855918720626, 0.026630378565048102]
rxn25216_c	[0.038341413690273426, 0.04091224902113596, 0.04190779359052458, 0.035187013910515694]
rxn33042_c	[0.08241765585704636, 0.0770103814503447, 0.07352863176333127, 0.06651079798579844]
rxn20630_c	[0.17141817306398285, 0.20355258341856772, 0.20228279985840744, 0.14796130150288225]
rxn03445_c	[0.17141817306398285, 0.20355258341856772, 0.20228279985840744, 0.14796130150288225]
rxn00396_c	[0.2592700887489734, 0.2895160038445474, 0.2690319798583647, 0.2194037910798314]
rxn28988_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.02083208474531259]
rxn34576_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.02083208474531259]
rxn12049_c	[0.025763025126124047, 0.02696218532976661, 0.029669855918720626, 0.02083208474531259]
rxn31773_c	[0.08679737014648171, 0.0960049609665957, 0.09544786416171833, 0.07506743335325107]
rxn12039_c	[0.08679737014648171, 0.0960049609665957, 0.09544786416171833, 0.07506743335325107]
rxn21212_c	[0.08679737014648171, 0.0960049609665957, 0.09544786416171833, 0.07506743335325107]
rxn31997_c	[0.08679737014648171, 0.0960049609665957, 0.09544786416171833, 0.07506743335325107]
rxn21114_c	[0.08679737014648171, 0.0960049609665957, 0.09544786416171833, 0.07506743335325107]
rxn03358_c	[0.08679737014648171, 0.0960049609665957, 0.09544786416171833, 0.07506743335325107]
rxn21214_c	[0.08679737014648171, 0.0960049609665957, 0.09544786416171833, 0.07506743335325107]
rxn11875_c	[0.08679737014648171, 0.0960049609665957, 0.09544786416171833, 0.07506743335325107]
rxn27000_c	[0.08679737014648171, 0.0960049609665957, 0.09544786416171833, 0.07506743335325107]
rxn19157_c	[0.08679737014648171, 0.0960049609665957, 0.09544786416171833, 0.07506743335325107]
rxn03195_c	[0.08679737014648171, 0.0960049609665957, 0.09544786416171833, 0.07506743335325107]
rxn12038_c	[0.08679737014648171, 0.0960049609665957, 0.09544786416171833, 0.07506743335325107]
rxn03359_c	[0.08679737014648171, 0.0960049609665957, 0.09544786416171833, 0.07506743335325107]
rxn01715_c	[0.08679737014648171, 0.0960049609665957, 0.09544786416171833, 0.07506743335325107]
rxn21216_c	[0.08679737014648171, 0.0960049609665957, 0.09544786416171833, 0.07506743335325107]
rxn03342_c	[0.08679737014648171, 0.0960049609665957, 0.09544786416171833, 0.07506743335325107]
rxn33386_c	[0.08679737014648171, 0.0960049609665957, 0.09544786416171833, 0.07506743335325107]
rxn21211_c	[0.08679737014648171, 0.0960049609665957, 0.09544786416171833, 0.07506743335325107]
rxn14132_c	[0.015412321324751338, 0.016425260962403293, 0.017046096142905302, 0.017784911650541038]
rxn38148_c	[0.02669437940939284, 0.02867477737340626, 0.03292048185829632, 0.023305097533288643]
rxn04023_c	[0.07825263345593085, 0.0862125747354011, 0.08416841480793649, 0.07019340053685384]
rxn03540_c	[0.14938005202149246, 0.147941946949686, 0.16019275631507934, 0.16633821032760204]
rxn00634_c	[0.06790448502127389, 0.08766999011688965, 0.0411188717960185, 0.06428679487414832]
rxn37675_c	[0.06790448502127389, 0.08766999011688965, 0.0411188717960185, 0.06428679487414832]
rxn38718_c	[0.12973574535668847, 0.1472674406854123, 0.14683439147818594, 0.11187179649814236]
rxn33318_c	[0.06508128685876857, 0.0770103814503447, 0.08043702797384818, 0.035187013910515694]
rxn16246_c	[0.011225829743800984, 0.011992790910720892, 0.013570575824767648, 0.014694413824444148]
rxn04895_c	[0.011225829743800984, 0.011992790910720892, 0.013570575824767648, 0.014694413824444148]
rxn04832_c	[0.011225829743800984, 0.011992790910720892, 0.013570575824767648, 0.014694413824444148]
rxn04830_c	[0.011225829743800984, 0.011992790910720892, 0.013570575824767648, 0.014694413824444148]
rxn04873_c	[0.011225829743800984, 0.011992790910720892, 0.013570575824767648, 0.014694413824444148]
rxn15652_c	[0.011225829743800984, 0.011992790910720892, 0.013570575824767648, 0.014694413824444148]
rxn11808_c	[0.011225829743800984, 0.011992790910720892, 0.013570575824767648, 0.014694413824444148]
rxn04811_c	[0.011225829743800984, 0.011992790910720892, 0.013570575824767648, 0.014694413824444148]
rxn04894_c	[0.011225829743800984, 0.011992790910720892, 0.013570575824767648, 0.014694413824444148]
rxn04903_c	[0.011225829743800984, 0.011992790910720892, 0.013570575824767648, 0.014694413824444148]
rxn04886_c	[0.011225829743800984, 0.011992790910720892, 0.013570575824767648, 0.014694413824444148]
rxn31883_c	[0.011225829743800984, 0.011992790910720892, 0.013570575824767648, 0.014694413824444148]
rxn04810_c	[0.011225829743800984, 0.011992790910720892, 0.013570575824767648, 0.014694413824444148]
rxn04872_c	[0.011225829743800984, 0.011992790910720892, 0.013570575824767648, 0.014694413824444148]
rxn07181_c	[0.011225829743800984, 0.011992790910720892, 0.013570575824767648, 0.014694413824444148]
rxn04833_c	[0.011225829743800984, 0.011992790910720892, 0.013570575824767648, 0.014694413824444148]
rxn32152_c	[0.011225829743800984, 0.011992790910720892, 0.013570575824767648, 0.014694413824444148]
rxn04809_c	[0.011225829743800984, 0.011992790910720892, 0.013570575824767648, 0.014694413824444148]
rxn04831_c	[0.011225829743800984, 0.011992790910720892, 0.013570575824767648, 0.014694413824444148]
rxn04896_c	[0.011225829743800984, 0.011992790910720892, 0.013570575824767648, 0.014694413824444148]
rxn33242_c	[0.0191586945636822, 0.01962916594482933, 0.020372360975713485, 0.019936706871763386]
rxn32058_c	[0.0191586945636822, 0.01962916594482933, 0.020372360975713485, 0.019936706871763386]
rxn16323_c	[0.23204715888696828, 0.23841010601524681, 0.21302919399153358, 0.2194037910798314]
rxn33241_c	[0.02111239063206596, 0.01847286940565782, 0.017046096142905302, 0.023305097533288643]
