reaction	linear_coefficient
rxn11809_c	[0.010583743383398863, 0.015527993270089373, 0.018536353240080152, 0.02053310132799679]
rxn03282_c	[0.010583743383398863, 0.015527993270089373, 0.018536353240080152, 0.02053310132799679]
rxn04726_c	[0.010583743383398863, 0.015527993270089373, 0.018536353240080152, 0.01908804309009261]
rxn32074_c	[0.010583743383398863, 0.015527993270089373, 0.018536353240080152, 0.02053310132799679]
rxn37546_c	[0.018772417822690655, 0.01829374035300675, 0.016961561035533892, 0.01908804309009261]
rxn03901_c	[0.018772417822690655, 0.018312239921938644, 0.018536353240080152, 0.019836717949270923]
rxn02008_c	[0.07822749762317727, 0.06456681647977613, 0.07279506376774116, 0.0732005984245685]
rxn37906_c	[0.17420376684111297, 0.12984553925265635, 0.09928374141684966, 0.10260226189339149]
rxn35246_c	[0.018772417822690655, 0.018312239921938644, 0.01750286479898718, 0.02053310132799679]
rxn32777_c	[0.018772417822690655, 0.018312239921938644, 0.01750286479898718, 0.02053310132799679]
rxn31528_c	[0.017764449654081787, 0.018312239921938644, 0.018536353240080152, 0.02053310132799679]
rxn31098_c	[0.010303520695499377, 0.014759730193499826, 0.018536353240080152, 0.02053310132799679]
rxn01990_c	[0.023804249282137004, 0.0207403627667783, 0.0208871135271919, 0.02491106980094986]
rxn02346_c	[0.023804249282137004, 0.0207403627667783, 0.0208871135271919, 0.02491106980094986]
rxn15053_c	[0.018772417822690655, 0.019672674080086983, 0.01968568322518562, 0.02053310132799679]
rxn33432_c	[0.018772417822690655, 0.019672674080086983, 0.01968568322518562, 0.02053310132799679]
rxn00196_c	[0.018772417822690655, 0.019672674080086983, 0.01968568322518562, 0.02053310132799679]
rxn33696_c	[0.018772417822690655, 0.019672674080086983, 0.01968568322518562, 0.02053310132799679]
rxn31895_c	[0.018772417822690655, 0.019672674080086983, 0.01968568322518562, 0.02053310132799679]
rxn33132_c	[0.018772417822690655, 0.019672674080086983, 0.01968568322518562, 0.02053310132799679]
rxn32139_c	[0.018772417822690655, 0.019672674080086983, 0.01968568322518562, 0.02053310132799679]
rxn31362_c	[0.018772417822690655, 0.019672674080086983, 0.01968568322518562, 0.02053310132799679]
rxn32516_c	[0.018772417822690655, 0.019672674080086983, 0.01968568322518562, 0.02053310132799679]
rxn32956_c	[0.018772417822690655, 0.019672674080086983, 0.01968568322518562, 0.02053310132799679]
rxn32720_c	[0.018772417822690655, 0.019672674080086983, 0.01968568322518562, 0.02053310132799679]
rxn06890_c	[0.018772417822690655, 0.019672674080086983, 0.01968568322518562, 0.02053310132799679]
rxn04234_c	[0.018772417822690655, 0.019672674080086983, 0.01968568322518562, 0.02053310132799679]
rxn31901_c	[0.018772417822690655, 0.019672674080086983, 0.01968568322518562, 0.02053310132799679]
rxn03598_c	[0.018772417822690655, 0.019672674080086983, 0.01968568322518562, 0.02053310132799679]
rxn33557_c	[0.018772417822690655, 0.019672674080086983, 0.01968568322518562, 0.02053310132799679]
rxn02122_c	[0.018772417822690655, 0.019672674080086983, 0.01968568322518562, 0.02053310132799679]
rxn30209_c	[0.018772417822690655, 0.019672674080086983, 0.01968568322518562, 0.02053310132799679]
rxn38233_c	[0.018772417822690655, 0.04315394558423549, 0.05917005198788516, 0.05411863234659521]
rxn37640_c	[0.05978284031230636, 0.053098027675699135, 0.04475288836892048, 0.05411863234659521]
rxn32752_c	[0.005409631682829306, 0.007813844009723403, 0.009163266179595068, 0.010251831128450128]
rxn32758_c	[0.005409631682829306, 0.007813844009723403, 0.009163266179595068, 0.010251831128450128]
rxn16213_c	[0.005409631682829306, 0.007813844009723403, 0.009163266179595068, 0.010251831128450128]
rxn00988_c	[0.0249401519466702, 0.024747150204581816, 0.02397210488907205, 0.02794274084757612]
rxn06112_c	[0.020726803736033732, 0.02162288035498765, 0.03733306605759537, 0.02446741062176439]
rxn33884_c	[0.005324564084576508, 0.004165579343222036, 0.0029360724866389176, 0.0039712808909189365]
rxn31942_c	[0.05921238694829594, 0.05380719359571366, 0.04519297272454871, 0.04598488074845149]
rxn32204_c	[0.05921238694829594, 0.05380719359571366, 0.04519297272454871, 0.04598488074845149]
rxn16223_c	[0.011329335879312825, 0.011257238523324104, 0.011288873636597663, 0.0105013894148429]
rxn16221_c	[0.011329335879312825, 0.011257238523324104, 0.011288873636597663, 0.0105013894148429]
rxn32044_c	[0.012200027790230068, 0.017702768751281545, 0.014655518992417087, 0.018071324136526526]
rxn16742_c	[0.30447228696237827, 0.28945908830578976, 0.2950596697666687, 0.31356682241911477]
rxn13975_c	[0.006125200326187413, 0.005197809734426555, 0.0034025619085110625, 0.004308646723964449]
rxn33387_c	[0.006125200326187413, 0.005197809734426555, 0.0034025619085110625, 0.004308646723964449]
rxn14156_c	[0.006125200326187413, 0.005197809734426555, 0.0034025619085110625, 0.004308646723964449]
rxn32196_c	[0.006125200326187413, 0.005197809734426555, 0.0034025619085110625, 0.004308646723964449]
rxn14059_c	[0.006125200326187413, 0.005197809734426555, 0.0034025619085110625, 0.004308646723964449]
rxn27543_c	[0.006125200326187413, 0.005197809734426555, 0.0034025619085110625, 0.004308646723964449]
rxn33015_c	[0.006125200326187413, 0.005197809734426555, 0.0034025619085110625, 0.004308646723964449]
rxn14278_c	[0.006125200326187413, 0.005197809734426555, 0.0034025619085110625, 0.004308646723964449]
rxn13995_c	[0.006125200326187413, 0.005197809734426555, 0.0034025619085110625, 0.004308646723964449]
rxn14248_c	[0.006125200326187413, 0.005197809734426555, 0.0034025619085110625, 0.004308646723964449]
rxn01107_c	[0.0461870361472101, 0.04762169086490916, 0.051525786651816625, 0.05411863234659521]
rxn32924_c	[0.0461870361472101, 0.04762169086490916, 0.051525786651816625, 0.05411863234659521]
rxn02663_c	[0.0461870361472101, 0.04762169086490916, 0.051525786651816625, 0.05411863234659521]
rxn33182_c	[0.04492603407301069, 0.02345095249979018, 0.02269586024548463, 0.026713435211453296]
rxn37337_c	[0.005940053195398283, 0.0032082053537720646, 0.0029360724866389176, 0.00246468826552632]
rxn26310_c	[0.0019268640444974068, 0.0027787659925241803, 0.0029360724866389176, 0.0025987103090740135]
rxn27893_c	[0.00598508898223767, 0.009090342660610267, 0.013990991606934783, 0.01689747590008076]
rxn02986_c	[0.018772417822690655, 0.018312239921938644, 0.018536353240080152, 0.02053310132799679]
rxn16806_c	[0.018772417822690655, 0.018312239921938644, 0.018536353240080152, 0.02053310132799679]
rxn14250_c	[0.04824867446568894, 0.020712784094395194, 0.018796712820070543, 0.04274986591111202]
rxn06348_c	[0.021627519510180968, 0.018312239921938644, 0.018536353240080152, 0.02053310132799679]
rxn20026_c	[0.08864077273420794, 0.06396796524929402, 0.055402929868137406, 0.05411863234659521]
rxn05029_c	[0.040492510895597654, 0.04792505628681974, 0.05410028018896997, 0.048351063035415025]
rxn03535_c	[0.040492510895597654, 0.04792505628681974, 0.05410028018896997, 0.048351063035415025]
rxn08194_c	[0.040492510895597654, 0.04792505628681974, 0.05410028018896997, 0.048351063035415025]
rxn00615_c	[0.018772417822690655, 0.01829374035300675, 0.016178210874951887, 0.017465914222462617]
rxn20503_c	[0.12231253059932347, 0.1019477399853737, 0.0878943581701267, 0.08870556240568138]
rxn00407_c	[0.1280170637590913, 0.12786775430023328, 0.0878943581701267, 0.08870556240568138]
rxn32567_c	[0.1280170637590913, 0.12786775430023328, 0.0878943581701267, 0.08870556240568138]
rxn16151_c	[0.008517101086825504, 0.008326019395829531, 0.006412738928810073, 0.007307967627261215]
rxn04160_c	[0.05358791736332131, 0.058511327538662436, 0.0653004271148349, 0.05411863234659521]
rxn38811_c	[0.0249401519466702, 0.024747150204581816, 0.02397210488907205, 0.02794274084757612]
rxn32093_c	[0.0249401519466702, 0.024747150204581816, 0.02397210488907205, 0.02794274084757612]
rxn33327_c	[0.0249401519466702, 0.024747150204581816, 0.02397210488907205, 0.02794274084757612]
rxn32850_c	[0.0249401519466702, 0.024747150204581816, 0.02397210488907205, 0.02794274084757612]
rxn32210_c	[0.0249401519466702, 0.024747150204581816, 0.02397210488907205, 0.02794274084757612]
rxn33082_c	[0.0249401519466702, 0.024747150204581816, 0.02397210488907205, 0.02794274084757612]
rxn31834_c	[0.06446656229304061, 0.08198077958682734, 0.08394240061222476, 0.07416186000276548]
rxn35346_c	[0.020576684441232035, 0.018837434223304795, 0.020847505935492, 0.02053310132799679]
rxn31870_c	[0.020576684441232035, 0.018837434223304795, 0.020847505935492, 0.02053310132799679]
rxn28327_c	[0.017003845223884293, 0.01588257623009664, 0.014307852345644646, 0.018884699299379394]
rxn38087_c	[0.00524450046068227, 0.005142652385548918, 0.00306369695099766, 0.004100681484290976]
rxn16800_c	[0.008281914191102475, 0.012789824864694389, 0.014307852345644646, 0.01768774380901686]
rxn30580_c	[0.2021059397618501, 0.16985037662119334, 0.1546859614668447, 0.134767552308376]
rxn27110_c	[0.1280170637590913, 0.09743665680049955, 0.08394240061222476, 0.08491135216211153]
rxn30386_c	[0.01013338549899378, 0.009744351230719301, 0.007451338017087434, 0.012733549654612543]
rxn30418_c	[0.01013338549899378, 0.009744351230719301, 0.007451338017087434, 0.012733549654612543]
rxn19763_c	[0.0051644368367880335, 0.005142652385548918, 0.0047580217370314795, 0.005662731506322154]
rxn38078_c	[0.01013338549899378, 0.009744351230719301, 0.007451338017087434, 0.012733549654612543]
rxn17745_c	[0.0018117725851494412, 0.0027787659925241803, 0.00306369695099766, 0.004100681484290976]
rxn31329_c	[0.01013338549899378, 0.009744351230719301, 0.007451338017087434, 0.012733549654612543]
rxn32658_c	[0.01913553921433801, 0.018312239921938644, 0.018536353240080152, 0.020737900657561134]
rxn33497_c	[0.01913553921433801, 0.018312239921938644, 0.018536353240080152, 0.020737900657561134]
rxn38344_c	[0.01913553921433801, 0.018312239921938644, 0.018536353240080152, 0.020737900657561134]
rxn03599_c	[0.04699267636424698, 0.02257237472338964, 0.02385768295579101, 0.04674741996362605]
rxn33281_c	[0.02279344603260709, 0.022544796045867246, 0.02352761968651451, 0.04674741996362605]
rxn30979_c	[0.02279344603260709, 0.022544796045867246, 0.02352761968651451, 0.04674741996362605]
rxn33994_c	[0.02279344603260709, 0.022544796045867246, 0.02352761968651451, 0.04674741996362605]
rxn33568_c	[0.02085190315103701, 0.018312239921938644, 0.018536353240080152, 0.02053310132799679]
rxn00367_c	[0.062359888203733574, 0.0660127269921883, 0.07759198329212895, 0.0702705992915298]
rxn00463_c	[0.062359888203733574, 0.0660127269921883, 0.07759198329212895, 0.0702705992915298]
rxn32148_c	[0.02085190315103701, 0.018312239921938644, 0.018536353240080152, 0.02053310132799679]
rxn02176_c	[0.062359888203733574, 0.0660127269921883, 0.07759198329212895, 0.0702705992915298]
rxn29978_c	[0.062359888203733574, 0.0660127269921883, 0.07759198329212895, 0.0702705992915298]
rxn02154_c	[0.062359888203733574, 0.0660127269921883, 0.07759198329212895, 0.0702705992915298]
rxn38181_c	[0.062359888203733574, 0.0660127269921883, 0.07759198329212895, 0.0702705992915298]
rxn33891_c	[0.062359888203733574, 0.0660127269921883, 0.07759198329212895, 0.0702705992915298]
rxn33736_c	[0.06446656229304061, 0.07492063889143111, 0.052956060856159545, 0.064646294931541]
rxn32253_c	[0.006740689434340654, 0.007081039229134582, 0.0055149668349470235, 0.006152605180579482]
rxn38254_c	[0.006740689434340654, 0.007081039229134582, 0.0055149668349470235, 0.006152605180579482]
rxn37937_c	[0.006740689434340654, 0.007081039229134582, 0.0055149668349470235, 0.006152605180579482]
rxn30355_c	[0.006740689434340654, 0.007081039229134582, 0.0055149668349470235, 0.006152605180579482]
rxn33740_c	[0.006740689434340654, 0.007081039229134582, 0.0055149668349470235, 0.006152605180579482]
rxn33295_c	[0.006740689434340654, 0.007081039229134582, 0.0055149668349470235, 0.006152605180579482]
rxn34671_c	[0.006740689434340654, 0.007081039229134582, 0.0055149668349470235, 0.006152605180579482]
rxn38070_c	[0.04824867446568894, 0.018312239921938644, 0.018536353240080152, 0.024846369503352294]
rxn31210_c	[0.0012313113113825152, 0.001998683483077842, 0.0029360724866389176, 0.004160760331105191]
rxn19980_c	[0.0012313113113825152, 0.001998683483077842, 0.0029360724866389176, 0.004160760331105191]
rxn38143_c	[0.06446656229304061, 0.06163953716922966, 0.06464910230080445, 0.07416186000276548]
rxn27286_c	[0.018772417822690655, 0.018312239921938644, 0.018536353240080152, 0.02053310132799679]
rxn05107_c	[0.1329710005249067, 0.1115293595189089, 0.09431518900020629, 0.08870556240568138]
rxn24177_c	[0.01014339344984573, 0.014759730193499826, 0.018536353240080152, 0.02053310132799679]
rxn31885_c	[0.01014339344984573, 0.014759730193499826, 0.018536353240080152, 0.02053310132799679]
rxn28100_c	[0.010288508766552915, 0.010205309078728747, 0.011002818805950379, 0.011878581448078874]
rxn31826_c	[0.024569857685091942, 0.041570141699629234, 0.0208871135271919, 0.020737900657561134]
rxn29959_c	[0.050740654761531896, 0.06325091971594043, 0.0751539159433458, 0.06822329704055537]
rxn33398_c	[0.050740654761531896, 0.06325091971594043, 0.0751539159433458, 0.06822329704055537]
rxn03809_c	[0.10569432462581527, 0.09734210133764522, 0.08711540883092074, 0.08870556240568138]
rxn03821_c	[0.10569432462581527, 0.09734210133764522, 0.08711540883092074, 0.08870556240568138]
rxn16573_c	[0.0249401519466702, 0.0396593335325381, 0.03684017157458996, 0.025789145255323307]
rxn27109_c	[0.01692378160105747, 0.018312239921938644, 0.02224697420110843, 0.02294233219749225]
rxn32318_c	[0.008647204479923296, 0.012411603044112833, 0.017062780438248302, 0.02053310132799679]
rxn07492_c	[0.0809296449402819, 0.07641382713527044, 0.08216445979177331, 0.08491135216211153]
rxn16824_c	[0.049379573152127626, 0.04792505628681974, 0.038934973128640624, 0.04719570058873329]
rxn03167_c	[0.06563749276153881, 0.04167651658763141, 0.022946708331361323, 0.05086513170733773]
rxn01160_c	[0.0249401519466702, 0.024747150204581816, 0.02397210488907205, 0.02794274084757612]
rxn02011_c	[0.02064674011320691, 0.018991086837594845, 0.018536353240080152, 0.02053310132799679]
rxn19830_c	[0.045676630547019155, 0.018312239921938644, 0.018536353240080152, 0.04647475442939351]
rxn32257_c	[0.02085190315103701, 0.018312239921938644, 0.018536353240080152, 0.02053310132799679]
rxn33715_c	[0.05042040026488754, 0.04384735225701478, 0.02269586024548463, 0.027910390701815835]
rxn16837_c	[0.1280170637590913, 0.1115293595189089, 0.08894175895226267, 0.08870556240568138]
rxn12005_c	[0.1280170637590913, 0.1115293595189089, 0.08894175895226267, 0.08870556240568138]
rxn32095_c	[0.0105687314544524, 0.007581395179814274, 0.005470958401428461, 0.011176121084580118]
rxn00598_c	[0.05358791736332131, 0.04792505628681974, 0.037363871965657956, 0.03970433051456649]
rxn07689_c	[0.05358791736332131, 0.04792505628681974, 0.037363871965657956, 0.03970433051456649]
rxn19982_c	[0.05358791736332131, 0.04792505628681974, 0.037363871965657956, 0.03970433051456649]
rxn19979_c	[0.05358791736332131, 0.04792505628681974, 0.037363871965657956, 0.03970433051456649]
rxn07681_c	[0.05358791736332131, 0.04792505628681974, 0.037363871965657956, 0.03970433051456649]
rxn07884_c	[0.05358791736332131, 0.04792505628681974, 0.037363871965657956, 0.03970433051456649]
rxn03866_c	[0.05358791736332131, 0.04792505628681974, 0.037363871965657956, 0.03970433051456649]
rxn19989_c	[0.05358791736332131, 0.04792505628681974, 0.037363871965657956, 0.03970433051456649]
rxn19986_c	[0.05358791736332131, 0.04792505628681974, 0.037363871965657956, 0.03970433051456649]
rxn33120_c	[0.05358791736332131, 0.04792505628681974, 0.037363871965657956, 0.03970433051456649]
rxn07685_c	[0.05358791736332131, 0.04792505628681974, 0.037363871965657956, 0.03970433051456649]
rxn07880_c	[0.05358791736332131, 0.04792505628681974, 0.037363871965657956, 0.03970433051456649]
rxn19988_c	[0.05358791736332131, 0.04792505628681974, 0.037363871965657956, 0.03970433051456649]
rxn33363_c	[0.05358791736332131, 0.04792505628681974, 0.037363871965657956, 0.03970433051456649]
rxn05104_c	[0.049379573152127626, 0.060071492521580075, 0.05802143182347736, 0.05192806515658337]
rxn01037_c	[0.018772417822690655, 0.018312239921938644, 0.018536353240080152, 0.02053310132799679]
rxn31408_c	[0.018772417822690655, 0.020712784094395194, 0.018536353240080152, 0.02053310132799679]
rxn20202_c	[0.008477069278080628, 0.009090342660610267, 0.007675781041830858, 0.007307967627261215]
rxn32357_c	[0.02292354942036781, 0.02205231971366589, 0.020750687374596247, 0.02625129023034981]
rxn03395_c	[0.02292354942036781, 0.02205231971366589, 0.020750687374596247, 0.02625129023034981]
rxn33220_c	[0.02292354942036781, 0.02205231971366589, 0.020750687374596247, 0.02625129023034981]
rxn15785_c	[0.02292354942036781, 0.02205231971366589, 0.020750687374596247, 0.02625129023034981]
rxn06023_c	[0.0249401519466702, 0.043906449418729086, 0.02373445933887264, 0.04274986591111202]
rxn28109_c	[0.09137794788196295, 0.09020316440607276, 0.0878943581701267, 0.08870556240568138]
rxn28046_c	[0.09137794788196295, 0.09020316440607276, 0.0878943581701267, 0.08870556240568138]
rxn32810_c	[0.019971203289267818, 0.018312239921938644, 0.018536353240080152, 0.02053310132799679]
rxn32580_c	[0.008196846595518212, 0.006293077098640265, 0.005211308626803796, 0.0056997031046888925]
rxn07474_c	[0.012200027790230068, 0.01238008455992092, 0.012829168896628409, 0.013847319051536485]
rxn32556_c	[0.04867401246495854, 0.04762169086490916, 0.036787361452323426, 0.04598488074845149]
rxn34729_c	[0.042228890739337624, 0.04593939171591835, 0.043837512897561486, 0.04274986591111202]
rxn34728_c	[0.042228890739337624, 0.04593939171591835, 0.043837512897561486, 0.04274986591111202]
rxn34732_c	[0.042228890739337624, 0.04593939171591835, 0.043837512897561486, 0.04274986591111202]
rxn04274_c	[0.042228890739337624, 0.04593939171591835, 0.043837512897561486, 0.04274986591111202]
rxn37816_c	[0.042228890739337624, 0.04593939171591835, 0.043837512897561486, 0.04274986591111202]
rxn34630_c	[0.018772417822690655, 0.018312239921938644, 0.018536353240080152, 0.02294233219749225]
rxn02949_c	[0.042228890739337624, 0.04593939171591835, 0.043837512897561486, 0.04274986591111202]
rxn34731_c	[0.042228890739337624, 0.04593939171591835, 0.043837512897561486, 0.04274986591111202]
rxn35541_c	[0.042228890739337624, 0.04593939171591835, 0.043837512897561486, 0.04274986591111202]
rxn04275_c	[0.042228890739337624, 0.04593939171591835, 0.043837512897561486, 0.04274986591111202]
rxn07882_c	[0.042228890739337624, 0.04593939171591835, 0.043837512897561486, 0.04274986591111202]
rxn34730_c	[0.042228890739337624, 0.04593939171591835, 0.043837512897561486, 0.04274986591111202]
rxn32064_c	[0.042228890739337624, 0.04593939171591835, 0.043837512897561486, 0.04274986591111202]
rxn34733_c	[0.042228890739337624, 0.04593939171591835, 0.043837512897561486, 0.04274986591111202]
rxn37861_c	[0.042228890739337624, 0.04593939171591835, 0.043837512897561486, 0.04274986591111202]
rxn32636_c	[0.042228890739337624, 0.04593939171591835, 0.043837512897561486, 0.04274986591111202]
rxn38273_c	[0.011694626162796573, 0.011927006335529098, 0.011209658453197859, 0.010847998150670515]
rxn27919_c	[0.010453639990301073, 0.013014394076125185, 0.015368455653236612, 0.01789570904565184]
rxn11772_c	[0.010453639990301073, 0.013014394076125185, 0.015368455653236612, 0.01789570904565184]
rxn38134_c	[0.010453639990301073, 0.013014394076125185, 0.015368455653236612, 0.01789570904565184]
rxn13914_c	[0.018772417822690655, 0.018312239921938644, 0.018536353240080152, 0.02053310132799679]
rxn03140_c	[0.018772417822690655, 0.018312239921938644, 0.018536353240080152, 0.02053310132799679]
rxn11766_c	[0.20679466572601593, 0.15227882109318258, 0.14606470885862397, 0.134767552308376]
rxn32969_c	[0.20679466572601593, 0.15227882109318258, 0.14606470885862397, 0.134767552308376]
rxn11765_c	[0.20679466572601593, 0.15227882109318258, 0.14606470885862397, 0.134767552308376]
rxn38024_c	[0.016708610612375413, 0.01641839048191635, 0.017428050457406037, 0.02053310132799679]
rxn32386_c	[0.016708610612375413, 0.01641839048191635, 0.017428050457406037, 0.02053310132799679]
rxn11773_c	[0.20679466572601593, 0.15227882109318258, 0.14606470885862397, 0.134767552308376]
rxn33365_c	[0.20679466572601593, 0.15227882109318258, 0.14606470885862397, 0.134767552308376]
rxn16660_c	[0.12917798631409705, 0.12984553925265635, 0.09928374141684966, 0.08870556240568138]
rxn38693_c	[0.0245848696140384, 0.02205231971366589, 0.042041968709835384, 0.042421742977202415]
rxn31960_c	[0.0245848696140384, 0.02205231971366589, 0.042041968709835384, 0.042421742977202415]
rxn01252_c	[0.0245848696140384, 0.02205231971366589, 0.042041968709835384, 0.042421742977202415]
rxn01251_c	[0.0245848696140384, 0.02205231971366589, 0.042041968709835384, 0.042421742977202415]
rxn16679_c	[0.012940616313386588, 0.018312239921938644, 0.01923679717569877, 0.022364650977189877]
rxn31088_c	[0.008291922147291497, 0.007656251583624539, 0.006351127117795565, 0.009433834519675499]
rxn03446_c	[0.008291922147291497, 0.007656251583624539, 0.006351127117795565, 0.009433834519675499]
rxn33688_c	[0.12917798631409705, 0.1115293595189089, 0.0878943581701267, 0.09053103509440953]
rxn33703_c	[0.12917798631409705, 0.1115293595189089, 0.0878943581701267, 0.09053103509440953]
rxn00745_c	[0.12917798631409705, 0.1295697524774324, 0.14606470885862397, 0.2099169470169024]
rxn10534_c	[0.008592160736894887, 0.008676662544027986, 0.009365704985023886, 0.013505331767707619]
rxn11595_c	[0.008592160736894887, 0.008676662544027986, 0.009365704985023886, 0.013505331767707619]
rxn31361_c	[0.012200027790230068, 0.011343914357421514, 0.011583730161103568, 0.013847319051536485]
rxn38276_c	[0.018772417822690655, 0.018312239921938644, 0.018536353240080152, 0.02053310132799679]
rxn34254_c	[0.018772417822690655, 0.018312239921938644, 0.018536353240080152, 0.02053310132799679]
rxn06090_c	[0.018772417822690655, 0.01683207059849863, 0.015324447219718049, 0.01789570904565184]
rxn35432_c	[0.01050367975523497, 0.01761215310537532, 0.018536353240080152, 0.02053310132799679]
rxn31235_c	[0.008477069278080628, 0.007656251583624539, 0.005426949962799249, 0.007049166436870943]
rxn16150_c	[0.008957451020378638, 0.005182050492330598, 0.004700810769879893, 0.007049166436870943]
rxn35283_c	[0.018772417822690655, 0.018312239921938644, 0.01895954403379946, 0.02053310132799679]
rxn00193_c	[0.04933954133804568, 0.04169621564153619, 0.041064981432572534, 0.05192806515658337]
rxn01669_c	[0.022883517606285864, 0.019050183999309155, 0.018730700162126725, 0.024846369503352294]
rxn32259_c	[0.04824867446568894, 0.04792505628681974, 0.04777186707796747, 0.0474914733768826]
rxn11768_c	[0.010248476957808037, 0.010205309078728747, 0.010347093109216051, 0.013736404252182375]
rxn27944_c	[0.010248476957808037, 0.010205309078728747, 0.010347093109216051, 0.013736404252182375]
rxn25492_c	[0.0412631232766471, 0.04167651658763141, 0.03684017157458996, 0.04708478579545616]
rxn16520_c	[0.018772417822690655, 0.018312239921938644, 0.01674151885771978, 0.017655393657179583]
rxn37956_c	[0.01635833225783813, 0.015642247781709178, 0.016081392319166787, 0.019577916764957636]
rxn32091_c	[0.01635833225783813, 0.015642247781709178, 0.016081392319166787, 0.019577916764957636]
rxn33140_c	[0.01605308969014023, 0.016753274382879553, 0.016380649680380704, 0.01908804309009261]
rxn06086_c	[0.01605308969014023, 0.016753274382879553, 0.016380649680380704, 0.01908804309009261]
rxn05963_c	[0.01605308969014023, 0.016753274382879553, 0.016380649680380704, 0.01908804309009261]
rxn38482_c	[0.001981907785924695, 0.003247603460553745, 0.0034025619085110625, 0.004983378390055475]
rxn31276_c	[0.001981907785924695, 0.003247603460553745, 0.0034025619085110625, 0.004983378390055475]
rxn38486_c	[0.001981907785924695, 0.003247603460553745, 0.0034025619085110625, 0.004983378390055475]
rxn38490_c	[0.001981907785924695, 0.003247603460553745, 0.0034025619085110625, 0.004983378390055475]
