reaction	linear_coefficient
rxn05918_c	0.027563781965988212
rxn00297_c	0.026519334318660593
rxn32155_c	0.30447228696237827
rxn31412_c	0.30447228696237827
rxn35692_c	0.30447228696237827
rxn31441_c	0.30447228696237827
rxn35691_c	0.30447228696237827
rxn27956_c	0.30447228696237827
rxn31439_c	0.30447228696237827
rxn31451_c	0.30447228696237827
rxn35693_c	0.30447228696237827
rxn35429_c	0.2613167113650491
rxn35443_c	0.2613167113650491
rxn31257_c	0.05192806515658337
rxn38489_c	0.05411863234659521
rxn31255_c	0.05192806515658337
rxn31254_c	0.05192806515658337
rxn38492_c	0.05192806515658337
rxn07573_c	0.05192806515658337
rxn31256_c	0.05192806515658337
rxn38484_c	0.05192806515658337
rxn03491_c	0.006131084939981451
rxn13947_c	0.036394254143775444
rxn16611_c	0.036394254143775444
rxn03126_c	0.16356842726044094
rxn35449_c	0.03105297654171921
rxn33067_c	0.04755312172937181
rxn33490_c	1.0
rxn03372_c	1.0
rxn27688_c	1.0
rxn23129_c	1.0
rxn38696_c	0.01407839153601124
rxn32682_c	0.06446656229304061
rxn14089_c	0.06446656229304061
rxn38034_c	0.06446656229304061
rxn11834_c	0.06446656229304061
rxn11838_c	0.06446656229304061
rxn31891_c	0.06446656229304061
rxn05871_c	0.06446656229304061
rxn38318_c	0.06446656229304061
rxn11809_c	0.06446656229304061
rxn03282_c	0.06446656229304061
rxn04726_c	0.06446656229304061
rxn32074_c	0.06446656229304061
rxn37546_c	0.04415940809010828
rxn03901_c	0.04018033983951226
rxn02008_c	0.012146625536389658
rxn37906_c	0.006152605180579482
rxn35246_c	0.03797118838194441
rxn32777_c	0.03797118838194441
rxn31528_c	0.04061761031060094
rxn31098_c	0.07240286902116358
rxn01990_c	0.023039382640850106
rxn02346_c	0.023039382640850106
rxn15053_c	0.031847865902654066
rxn33432_c	0.031847865902654066
rxn00196_c	0.031847865902654066
rxn33696_c	0.031847865902654066
rxn31895_c	0.031847865902654066
rxn33132_c	0.031847865902654066
rxn32139_c	0.031847865902654066
rxn31362_c	0.031847865902654066
rxn32516_c	0.031847865902654066
rxn32956_c	0.031847865902654066
rxn32720_c	0.031847865902654066
rxn06890_c	0.031847865902654066
rxn04234_c	0.031847865902654066
rxn31901_c	0.031847865902654066
rxn03598_c	0.031847865902654066
rxn33557_c	0.031847865902654066
rxn02122_c	0.031847865902654066
rxn30209_c	0.031847865902654066
rxn38233_c	0.031640476475055114
rxn37640_c	0.015728249103479763
rxn32752_c	0.13681405446329079
rxn32758_c	0.13681405446329079
rxn16213_c	0.13681405446329079
rxn00988_c	0.02053310132799679
rxn06112_c	0.0238296505558632
rxn33884_c	0.20872461296030764
rxn31942_c	0.01892629234913719
rxn32204_c	0.01892629234913719
rxn16223_c	0.08326149457641203
rxn16221_c	0.08326149457641203
rxn32044_c	0.05626004083320717
rxn16742_c	0.0018407925465059008
rxn13975_c	0.14606470885862397
rxn33387_c	0.14606470885862397
rxn14156_c	0.14606470885862397
rxn32196_c	0.14606470885862397
rxn14059_c	0.14606470885862397
rxn27543_c	0.14606470885862397
rxn33015_c	0.14606470885862397
rxn14278_c	0.14606470885862397
rxn13995_c	0.14606470885862397
rxn14248_c	0.14606470885862397
rxn01107_c	0.016683590732577
rxn32924_c	0.016683590732577
rxn02663_c	0.016683590732577
rxn33182_c	0.021879398748246615
rxn37337_c	0.23449843831166814
rxn26310_c	0.2734526366334223
rxn27893_c	0.13017377762934343
rxn02986_c	0.03821622368805339
rxn16806_c	0.03821622368805339
rxn14250_c	0.02385768295579101
rxn06348_c	0.032587297869988846
rxn20026_c	0.015723627657558
rxn05029_c	0.017804481462826663
rxn03535_c	0.017804481462826663
rxn08194_c	0.017804481462826663
rxn00615_c	0.050509280073589596
rxn20503_c	0.008125964236035843
rxn00407_c	0.009156547533444201
rxn32567_c	0.009156547533444201
rxn16151_c	0.09371667426755714
rxn04160_c	0.01515056788317739
rxn38811_c	0.02053310132799679
rxn32093_c	0.02053310132799679
rxn33327_c	0.02053310132799679
rxn32850_c	0.02053310132799679
rxn32210_c	0.02053310132799679
rxn33082_c	0.02053310132799679
rxn31834_c	0.011707587803125948
rxn35346_c	0.028044412742932727
rxn31870_c	0.028044412742932727
rxn28327_c	0.04993708212666996
rxn38087_c	0.15579914129095332
rxn16800_c	0.1016661235673162
rxn30580_c	0.004733820102447306
rxn27110_c	0.00997454414221883
rxn30386_c	0.08711540883092074
rxn30418_c	0.08711540883092074
rxn19763_c	0.1596672150931246
rxn38078_c	0.08711540883092074
rxn17745_c	0.2813038757499498
rxn31329_c	0.08711540883092074
rxn32658_c	0.027739397056862902
rxn33497_c	0.027739397056862902
rxn38344_c	0.027739397056862902
rxn03599_c	0.019050183999309155
rxn33281_c	0.021187169576627838
rxn30979_c	0.021187169576627838
rxn33994_c	0.021187169576627838
rxn33568_c	0.036247486084595784
rxn00367_c	0.012733549654612543
rxn00463_c	0.012733549654612543
rxn32148_c	0.036247486084595784
rxn02176_c	0.012733549654612543
rxn29978_c	0.012733549654612543
rxn02154_c	0.012733549654612543
rxn38181_c	0.012733549654612543
rxn33891_c	0.012733549654612543
rxn33736_c	0.01387042629937626
rxn32253_c	0.1280170637590913
rxn38254_c	0.1280170637590913
rxn37937_c	0.1280170637590913
rxn30355_c	0.1280170637590913
rxn33740_c	0.1280170637590913
rxn33295_c	0.1280170637590913
rxn34671_c	0.1280170637590913
rxn38070_c	0.029204707932380055
rxn31210_c	0.37627434568577595
rxn19980_c	0.37627434568577595
rxn38143_c	0.011804638252560793
rxn27286_c	0.03324174895293986
rxn05107_c	0.008814560249615336
rxn24177_c	0.0772267023244993
rxn31885_c	0.0772267023244993
rxn28100_c	0.07375055099364825
rxn31826_c	0.027748639960860407
rxn29959_c	0.013275882738977413
rxn33398_c	0.013275882738977413
rxn03809_c	0.00903638983616958
rxn03821_c	0.00903638983616958
rxn16573_c	0.02265118086134169
rxn27109_c	0.04344986100479216
rxn32318_c	0.08869581649858463
rxn07492_c	0.01006347589472584
rxn16824_c	0.018343989676836064
rxn03167_c	0.019245598864446743
rxn01160_c	0.02053310132799679
rxn02011_c	0.030637046062372265
rxn19830_c	0.025270353751974076
rxn32257_c	0.036247486084595784
rxn33715_c	0.020608500062366
rxn16837_c	0.009124197381606924
rxn12005_c	0.009124197381606924
rxn32095_c	0.1019477399853737
rxn00598_c	0.019836717949270923
rxn07689_c	0.019836717949270923
rxn19982_c	0.019836717949270923
rxn19979_c	0.019836717949270923
rxn07681_c	0.019836717949270923
rxn07884_c	0.019836717949270923
rxn03866_c	0.019836717949270923
rxn19989_c	0.019836717949270923
rxn19986_c	0.019836717949270923
rxn33120_c	0.019836717949270923
rxn07685_c	0.019836717949270923
rxn07880_c	0.019836717949270923
rxn19988_c	0.019836717949270923
rxn33363_c	0.019836717949270923
rxn05104_c	0.016800425450645914
rxn01037_c	0.03642209143316569
rxn31408_c	0.031150026991154055
rxn20202_c	0.09357969754972861
rxn32357_c	0.022364650977189877
rxn03395_c	0.022364650977189877
rxn33220_c	0.022364650977189877
rxn15785_c	0.022364650977189877
rxn06023_c	0.019171229183531206
rxn28109_c	0.009235112180961033
rxn28046_c	0.009235112180961033
rxn32810_c	0.0330448213930166
rxn32580_c	0.12256230343789219
rxn07474_c	0.06485426014994501
rxn32556_c	0.01889394219729991
rxn34729_c	0.01908804309009261
rxn34728_c	0.01908804309009261
rxn34732_c	0.01908804309009261
rxn04274_c	0.01908804309009261
rxn37816_c	0.01908804309009261
rxn34630_c	0.027226969204683055
rxn02949_c	0.01908804309009261
rxn34731_c	0.01908804309009261
rxn35541_c	0.01908804309009261
rxn04275_c	0.01908804309009261
rxn07882_c	0.01908804309009261
rxn34730_c	0.01908804309009261
rxn32064_c	0.01908804309009261
rxn34733_c	0.01908804309009261
rxn37861_c	0.01908804309009261
rxn32636_c	0.01908804309009261
rxn38273_c	0.07917613299061463
rxn27919_c	0.06628800975371311
rxn11772_c	0.06628800975371311
rxn38134_c	0.06628800975371311
rxn13914_c	0.03741209142919803
rxn03140_c	0.03741209142919803
rxn11766_c	0.004715334303567786
rxn32969_c	0.004715334303567786
rxn11765_c	0.004715334303567786
rxn38024_c	0.045676630547019155
rxn32386_c	0.045676630547019155
rxn11773_c	0.004715334303567786
rxn33365_c	0.004715334303567786
rxn16660_c	0.007844055797805796
rxn38693_c	0.020377900188292702
rxn31960_c	0.020377900188292702
rxn01252_c	0.020377900188292702
rxn01251_c	0.020377900188292702
rxn16679_c	0.05307250780638414
rxn31088_c	0.09751545298528289
rxn03446_c	0.09751545298528289
rxn33688_c	0.007307967627261215
rxn33703_c	0.007307967627261215
rxn00745_c	0.006250299735853624
rxn10534_c	0.08894101131313718
rxn11595_c	0.08894101131313718
rxn31361_c	0.06464910230080445
rxn38276_c	0.03570376363283127
rxn34254_c	0.03570376363283127
rxn06090_c	0.047634738321997
rxn35432_c	0.06563749276153881
rxn31235_c	0.10770255520942028
rxn16150_c	0.14604270464953067
rxn35283_c	0.028575879467555545
rxn00193_c	0.017226051661176144
rxn01669_c	0.023958902358505417
rxn32259_c	0.01799738094100845
rxn11768_c	0.07490093983238705
rxn27944_c	0.07490093983238705
rxn25492_c	0.018454904470113186
rxn16520_c	0.04927073153954626
rxn37956_c	0.04708274794326282
rxn32091_c	0.04708274794326282
rxn33140_c	0.04726289109595744
rxn06086_c	0.04726289109595744
rxn05963_c	0.04726289109595744
rxn38482_c	0.2704652626876832
rxn31276_c	0.2704652626876832
rxn38486_c	0.2704652626876832
rxn38490_c	0.2704652626876832
rxn38485_c	0.2704652626876832
rxn37965_c	0.2704652626876832
rxn38487_c	0.2704652626876832
rxn30096_c	0.2704652626876832
rxn38136_c	0.04085507150924947
rxn33062_c	0.03278139875670456
rxn33193_c	0.03278139875670456
rxn27717_c	0.04833719868549576
rxn34220_c	0.0495849901235366
rxn33486_c	0.0495849901235366
rxn38399_c	0.0495849901235366
rxn03159_c	0.0164630596188158
rxn14274_c	0.020331489594657057
rxn14311_c	0.020331489594657057
rxn26073_c	0.07822749762317727
rxn33633_c	0.023843514899705473
rxn38244_c	0.0159084856463532
rxn31426_c	0.11798706814684481
rxn13940_c	0.03489340130527658
rxn13941_c	0.03489340130527658
rxn00290_c	0.09530961417617012
rxn33374_c	0.02973124190816029
rxn27889_c	0.34813862820044744
rxn27887_c	0.34813862820044744
rxn15783_c	0.025840867715480366
rxn06831_c	0.025840867715480366
rxn03397_c	0.025840867715480366
rxn16584_c	0.025840867715480366
rxn04674_c	0.025840867715480366
rxn27724_c	0.06227704757930121
rxn03439_c	0.020737900657561134
rxn16607_c	0.020737900657561134
rxn03182_c	0.020737900657561134
rxn15833_c	0.018540066007888673
rxn38114_c	0.048036804451424685
rxn31994_c	0.12231253059932347
rxn00461_c	0.030831146955164968
rxn31452_c	0.02494515592476471
rxn30860_c	0.36834486657402327
rxn33762_c	0.36834486657402327
rxn02400_c	0.36834486657402327
rxn31973_c	0.36834486657402327
rxn29952_c	0.36834486657402327
rxn31059_c	0.36834486657402327
rxn32982_c	0.36834486657402327
rxn30907_c	0.36834486657402327
rxn29955_c	0.36834486657402327
rxn30908_c	0.36834486657402327
rxn32378_c	0.36834486657402327
rxn33474_c	0.36834486657402327
rxn29956_c	0.36834486657402327
rxn06729_c	0.012562556015736604
rxn05115_c	0.008326019395829531
rxn09177_c	0.012635373745688688
rxn06044_c	0.049233073421898525
rxn27816_c	0.04050384132142311
rxn27815_c	0.04050384132142311
rxn27936_c	0.12336336562557584
rxn27916_c	0.015949367008389802
rxn16641_c	0.07857072310693566
rxn32021_c	0.04677052721146583
rxn03951_c	0.06251580655674302
rxn05116_c	0.06251580655674302
rxn11663_c	0.06251580655674302
rxn38132_c	0.04147434577323265
rxn06741_c	0.0105013894148429
rxn07241_c	0.0105013894148429
rxn37873_c	0.011214244420498565
rxn31786_c	0.011214244420498565
rxn06874_c	0.054797985462254194
rxn06926_c	0.054797985462254194
rxn00965_c	0.0012913590293031929
rxn00321_c	0.02665797781177624
rxn33164_c	0.06464910230080445
rxn34626_c	0.06464910230080445
rxn31792_c	0.06464910230080445
rxn27667_c	0.06464910230080445
rxn30334_c	0.06464910230080445
rxn33391_c	0.06464910230080445
rxn30151_c	0.0903415556475386
rxn30431_c	0.2810736928323213
rxn30429_c	0.2810736928323213
rxn30430_c	0.2810736928323213
rxn30428_c	0.2810736928323213
rxn32591_c	0.0039712808909189365
rxn24142_c	0.0017667367961752257
rxn05054_c	0.0017667367961752257
rxn02975_c	0.014113601247008415
rxn02875_c	0.049640447517136664
rxn32814_c	0.0809296449402819
rxn32287_c	0.0809296449402819
rxn33272_c	0.02053310132799679
rxn27997_c	0.049140529435521316
rxn35442_c	0.03684017157458996
rxn01667_c	0.03684017157458996
rxn35242_c	0.03684017157458996
rxn35430_c	0.03684017157458996
rxn35439_c	0.03684017157458996
rxn32424_c	0.03192442927510247
rxn33129_c	0.03192442927510247
rxn28991_c	0.1451405317189596
rxn30152_c	0.1451405317189596
rxn32803_c	0.025340470066141388
rxn32571_c	0.025340470066141388
rxn32492_c	0.025340470066141388
rxn34257_c	0.025340470066141388
rxn33087_c	0.025340470066141388
rxn38004_c	0.025340470066141388
rxn27432_c	0.0311550907546626
rxn35415_c	0.0311550907546626
rxn06723_c	0.048425006230933106
rxn34204_c	0.07580709610000429
rxn32619_c	0.06364591013104605
rxn02440_c	0.016476923968735062
rxn02438_c	0.016476923968735062
rxn03514_c	0.0023991695675596174
rxn30072_c	0.0023991695675596174
rxn02655_c	0.02053310132799679
rxn38069_c	0.06333842463574736
rxn33856_c	0.03814228049253531
rxn02000_c	0.005755160501935152
rxn35431_c	0.012502477164060801
rxn35428_c	0.012502477164060801
rxn30332_c	0.018376339822596354
rxn04480_c	0.02446741062176439
rxn04288_c	0.02446741062176439
rxn28560_c	0.006560546281646034
rxn38909_c	0.01789570904565184
rxn30397_c	0.01789570904565184
rxn38910_c	0.01789570904565184
rxn30398_c	0.01789570904565184
rxn34718_c	0.05411863234659521
rxn31323_c	0.05411863234659521
rxn30156_c	0.05411863234659521
rxn31887_c	0.05411863234659521
rxn31322_c	0.05411863234659521
rxn31225_c	0.05411863234659521
rxn31324_c	0.05411863234659521
rxn34716_c	0.05411863234659521
rxn31321_c	0.05411863234659521
