"PATRIC","ut30","to30","ut37","to37"
"fig|214675.23.peg.488",390.178436,8.969144,208.680664,11.450259
"fig|214675.23.peg.489",70.435898,11.569689,43.213375,12.194681
"fig|214675.23.peg.490",4.331542,7.404443,1.983849,4.268298
"fig|214675.23.peg.491",12.450948,8.145295,10.174396,5.342054
"fig|214675.23.peg.492",15.860718,3.172428,10.879185,4.043679
"fig|214675.23.peg.493",7.99189,2.682984,6.99909,4.587036
"fig|214675.23.peg.494",113.794044,29.939728,40.167568,39.279133
"fig|214675.23.peg.496",2.674554,1.261928,3.125468,2.362667
"fig|214675.23.peg.497",157.802658,6.140965,97.681442,7.701592
"fig|214675.23.peg.498",10.668771,0.604593,19.880188,1.294552
"fig|214675.23.peg.500",6.615407,2.161267,7.628941,3.721837
"fig|214675.23.peg.501",156.28479,51.755905,104.275047,129.417175
"fig|214675.23.peg.502",76.053902,6.403625,301.534393,18.602188
"fig|214675.23.peg.503",4.585977,3.077384,2.373696,2.396155
"fig|214675.23.peg.504",24.632807,2.760263,24.358219,4.986444
"fig|214675.23.peg.505",46.963734,4.437689,40.951576,7.604145
"fig|214675.23.peg.506",22.506943,5.447047,50.111984,11.05612
"fig|214675.23.peg.507",2.800319,1.697585,0.659081,0.484212
"fig|214675.23.peg.508",0.935798,NA,NA,NA
"fig|214675.23.peg.509",4.05718,0.639925,1.093496,NA
"fig|214675.23.peg.579",1.644643,NA,5.496044,NA
"fig|214675.23.peg.515",4.349393,0.492948,3.169348,1.016169
"fig|214675.23.peg.517",67.726738,11.412434,26.746494,11.5514
"fig|214675.23.peg.518",15.996249,3.50005,19.139967,6.624588
"fig|214675.23.peg.519",102.515724,11.445565,83.430992,19.575518
"fig|214675.23.rna.8",30.661469,19.852459,45.136135,22.625927
"fig|214675.23.rna.9",2065.513916,129.479828,7746.519043,119.202972
"fig|214675.23.peg.520",53.464344,10.902645,35.090023,16.997189
"fig|214675.23.peg.521",23.951542,2.782826,20.634041,4.922308
"fig|214675.23.peg.523",5.583646,3.008396,4.670014,3.644076
"fig|214675.23.peg.524",20.403183,10.451515,12.817125,12.327891
"fig|214675.23.peg.525",4.101596,0.355255,7.103196,0.808278
"fig|214675.23.peg.526",1.11505,1.520135,1.167849,1.204222
"fig|214675.23.peg.527",95.381783,31.455259,50.403999,62.152981
"fig|214675.23.peg.528",830.196594,36.198177,462.025574,59.879112
"fig|214675.23.peg.529",396.548676,31.221285,187.153458,28.018091
"fig|214675.23.peg.530",11.77025,3.70658,15.97434,7.852917
"fig|214675.23.peg.531",27.866232,6.878345,36.740921,23.282732
"fig|214675.23.peg.532",17.125862,2.534837,12.262599,8.005992
"fig|214675.23.peg.533",6.386633,5.119874,10.277077,10.657774
"fig|214675.23.peg.534",12.672142,9.383606,4.241978,11.267501
"fig|214675.23.peg.535",227.428375,11.892295,4.617924,18.100105
"fig|214675.23.peg.536",12.522752,0.831527,11.043829,2.691594
"fig|214675.23.peg.538",77.127327,3.981518,31.130981,5.458163
"fig|214675.23.peg.539",33.232937,4.094208,24.872236,7.698925
"fig|214675.23.peg.540",171.190811,71.945435,75.463547,72.173462
"fig|214675.23.peg.541",41.900097,10.683264,29.713358,13.029447
"fig|214675.23.peg.542",1.451742,NA,1.108099,NA
"fig|214675.23.peg.543",1.198165,NA,0.86429,0.406566
"fig|214675.23.peg.544",10.378033,0.87403,10.997668,2.368625
"fig|214675.23.peg.545",13.837731,1.935399,21.921013,5.142357
"fig|214675.23.peg.546",11.582309,3.86043,10.204462,7.319338
"fig|214675.23.peg.547",2.201834,0.636268,3.581117,2.004938
"fig|214675.23.rna.10",2563.549561,75.145424,1560.812744,78.828575
"fig|214675.23.peg.549",1.401522,0.552618,1.986012,0.454106
"fig|214675.23.peg.551",4.746478,0.613808,2.444748,0.599234
"fig|214675.23.peg.553",1.017431,1.229957,NA,0.450908
"fig|214675.23.peg.554",4.357335,0.417882,1.979906,NA
"fig|214675.23.peg.556",12.713964,1.302626,6.184242,1.668674
"fig|214675.23.peg.557",2.434935,0.733261,0.997538,0.674564
"fig|214675.23.peg.558",0.806294,NA,0.745583,0.798105
"fig|214675.23.peg.560",36.888332,0.459344,4.989054,5.488149
"fig|214675.23.peg.561",63.999603,5.813576,31.268978,8.596151
"fig|214675.23.peg.562",14.044305,1.221415,10.335752,1.257877
"fig|214675.23.peg.563",19.476019,1.763109,0.914778,7.114321
"fig|214675.23.peg.564",32.899437,4.29421,NA,4.602819
"fig|214675.23.peg.565",20.022432,3.128767,NA,3.590557
"fig|214675.23.peg.566",9.136998,3.183038,5.912351,4.224736
"fig|214675.23.peg.567",34.364342,2.742119,23.848017,3.247018
"fig|214675.23.peg.568",9.081877,3.378354,5.168684,4.558932
"fig|214675.23.peg.569",15.607326,1.693913,7.718051,2.320172
"fig|214675.23.peg.570",0.888449,1.852661,0.756708,1.470243
"fig|214675.23.peg.571",10.830571,4.188163,5.568528,3.971572
"fig|214675.23.peg.572",14.071455,2.598419,6.525167,2.666973
"fig|214675.23.peg.573",5.648011,7.150257,2.545044,5.008818
"fig|214675.23.peg.574",108.072746,14.276931,22.17634,9.395899
"fig|214675.23.peg.575",110.1931,17.652739,46.487267,11.462868
"fig|214675.23.peg.576",25.53413,13.556239,8.198181,8.969628
"fig|214675.23.peg.577",58.22065,1.567679,15.830073,1.589284
"fig|214675.23.peg.580",5.188628,1.919968,5.891424,4.969522
"fig|214675.23.peg.581",90.559944,8.766361,68.761322,18.389244
"fig|214675.23.peg.582",44.745358,2.266626,57.403,5.240847
"fig|214675.23.peg.583",43.468002,4.658993,36.597702,9.224473
"fig|214675.23.peg.584",279.331421,115.870834,226.88092,148.515701
"fig|214675.23.peg.585",95.336555,17.283092,54.250126,30.249084
"fig|214675.23.peg.588",6.619177,2.751739,5.403257,3.693182
"fig|214675.23.peg.589",46.948795,3.190123,36.637981,5.513307
"fig|214675.23.peg.590",0.970137,1.093384,1.852623,2.307166
"fig|214675.23.peg.591",1.094409,0.968125,NA,1.052879
"fig|214675.23.peg.592",103.480515,13.397256,43.299946,12.75428
"fig|214675.23.peg.1245",23.784529,7.936524,6.098327,3.514919
"fig|214675.23.peg.1246",7.506278,3.623621,1.856532,2.583215
"fig|214675.23.peg.1247",1.411859,NA,NA,NA
"fig|214675.23.peg.1249",390.363586,28.239468,163.960846,46.903805
"fig|214675.23.peg.1250",21.907627,1.915017,12.707299,2.792425
"fig|214675.23.peg.1251",1.310351,0.584766,1.495849,1.052741
"fig|214675.23.peg.1252",2.610685,0.682841,1.810332,1.189936
"fig|214675.23.peg.1253",1.390081,1.075326,1.380065,1.876095
"fig|214675.23.peg.1300",8.174783,1.89223,4.000068,2.77494
"fig|214675.23.peg.1301",73.614281,3.041545,28.254578,3.470429
"fig|214675.23.peg.1302",80.698723,7.401673,33.880615,9.447228
"fig|214675.23.peg.1303",29.364079,5.576921,19.097652,5.867319
"fig|214675.23.peg.1304",33.035866,7.215574,18.266417,11.733693
"fig|214675.23.peg.1254",147.040482,4.464497,115.046989,7.068317
"fig|214675.23.peg.1255",33.896198,3.377057,18.580927,5.4566
"fig|214675.23.peg.1256",34.472252,7.305037,9.270612,5.551373
"fig|214675.23.peg.1257",139.878296,24.397007,87.080666,30.024378
"fig|214675.23.peg.1258",1.603527,NA,1.536556,NA
"fig|214675.23.peg.1259",2.147148,0.856918,NA,0.75829
"fig|214675.23.peg.1260",1.041529,0.618863,1.684219,1.057349
"fig|214675.23.peg.1261",0.651308,NA,1.826935,1.382309
"fig|214675.23.peg.1262",4.285869,0.763955,5.858231,1.739138
"fig|214675.23.peg.1263",4.347202,1.182021,8.038692,1.884987
"fig|214675.23.peg.1264",3.991537,1.55302,7.131823,3.466851
"fig|214675.23.peg.1265",1614.622192,74.177589,753.595276,111.613914
"fig|214675.23.peg.1266",177.003891,53.266956,104.105896,74.557991
"fig|214675.23.peg.1267",11.893796,2.075096,16.334599,5.640481
"fig|214675.23.peg.1268",115.248444,23.886045,70.501785,34.837803
"fig|214675.23.peg.1269",2.79927,0.749996,2.086777,1.726737
"fig|214675.23.peg.1271",0.921,0.869948,0.936949,3.26509
"fig|214675.23.peg.1272",153.641693,29.81385,109.331184,47.143219
"fig|214675.23.peg.1273",281.235199,38.816196,184.354141,67.742287
"fig|214675.23.peg.1274",114.104347,14.446113,92.06469,30.715305
"fig|214675.23.rna.15",77.968575,23.480467,58.459225,27.582174
"fig|214675.23.peg.1275",16.865637,5.438917,11.738904,8.973159
"fig|214675.23.peg.1276",41.554741,6.163391,35.457481,13.057124
"fig|214675.23.peg.1277",11.898099,1.405542,15.692688,2.783468
"fig|214675.23.peg.1278",11.336362,4.74202,2.819032,2.468111
"fig|214675.23.peg.1280",63.706821,10.105218,57.388973,21.474264
"fig|214675.23.peg.1281",133.778305,10.604526,148.797409,21.831787
"fig|214675.23.peg.1282",2.514888,NA,2.151116,0.913452
"fig|214675.23.peg.1283",100.838249,16.660753,83.790817,29.511309
"fig|214675.23.peg.1284",8.998492,NA,10.552795,1.331771
"fig|214675.23.peg.1285",3.518916,0.936446,9.489659,4.322168
"fig|214675.23.peg.1286",137.873489,36.928928,111.935616,52.352833
"fig|214675.23.peg.1287",61.220657,10.063182,60.759151,15.578435
"fig|214675.23.peg.1288",16.93922,5.406554,9.979753,8.871023
"fig|214675.23.peg.1289",63.503212,4.098561,61.288517,6.551211
"fig|214675.23.peg.1290",6.571051,2.430522,5.980296,4.387609
"fig|214675.23.peg.1291",2.09386,0.703166,2.435289,1.426746
"fig|214675.23.peg.1292",12.745617,2.464169,15.864054,4.280526
"fig|214675.23.peg.1293",5.848203,2.069621,6.856346,4.472343
"fig|214675.23.peg.1294",67.421631,0.781526,68.840469,1.722789
"fig|214675.23.peg.1295",66.531067,4.522835,25.776392,5.682768
"fig|214675.23.peg.1296",3.463776,1.407667,2.441603,1.826863
"fig|214675.23.peg.1297",1.874767,0.979066,1.376639,1.811728
"fig|214675.23.peg.593",0.941255,NA,NA,0.374452
"fig|214675.23.peg.595",5.034223,0.996619,12.906581,2.661656
"fig|214675.23.peg.596",23.627359,25.073847,8.412145,23.736835
"fig|214675.23.peg.597",17.186516,63.113792,8.471915,36.716274
"fig|214675.23.peg.599",2.707648,1.31532,NA,0.923539
"fig|214675.23.peg.602",2.223612,NA,0.741657,0.689562
"fig|214675.23.peg.603",14.069449,1.461597,10.329382,1.909037
"fig|214675.23.peg.604",11.67182,0.52447,8.273878,0.708665
"fig|214675.23.peg.605",2.885257,0.618077,3.711705,1.113167
"fig|214675.23.peg.606",6.872889,2.04485,5.021066,2.704747
"fig|214675.23.peg.607",150.936707,18.109814,165.033829,52.036934
"fig|214675.23.peg.608",156.750015,31.492817,156.747009,105.002724
"fig|214675.23.peg.609",121.41394,12.657775,154.234406,41.975281
"fig|214675.23.peg.610",5.967092,4.095675,11.576259,12.9663
"fig|214675.23.peg.611",0.682559,0.643807,NA,1.978721
"fig|214675.23.peg.612",5.292766,3.149033,7.827761,5.660066
"fig|214675.23.peg.613",3.256614,1.894502,5.239448,4.518456
"fig|214675.23.peg.614",3.084694,1.039357,5.479364,2.711218
"fig|214675.23.peg.615",6.820645,0.610497,7.441685,1.867281
"fig|214675.23.peg.616",0.821818,0.712929,NA,0.41804
"fig|214675.23.peg.617",18.700899,2.159737,2.617577,0.611784
"fig|214675.23.peg.619",5.063112,1.641423,8.11183,4.190964
"fig|214675.23.peg.620",23.713493,7.004811,20.809025,10.33205
"fig|214675.23.peg.621",88.482109,7.67672,53.503696,8.889105
"fig|214675.23.peg.622",93.779633,35.668438,38.689716,21.060284
"fig|214675.23.peg.623",10.671054,1.439054,12.817636,5.153879
"fig|214675.23.peg.624",270.063232,49.699959,131.172867,40.835075
"fig|214675.23.peg.625",1.668326,0.389206,1.368902,0.461358
"fig|214675.23.peg.626",0.72401,1.77758,22.262287,2.57476
"fig|214675.23.peg.627",232.102432,73.725479,36.959942,77.318535
"fig|214675.23.peg.628",428.091858,82.577156,194.642273,107.22953
"fig|214675.23.peg.629",535.155396,74.508667,238.502426,95.832916
"fig|214675.23.peg.630",160.791855,86.115158,77.399109,98.367668
"fig|214675.23.peg.631",221.717773,101.043755,94.634705,141.286285
"fig|214675.23.peg.632",248.110229,111.930237,143.950653,160.208588
"fig|214675.23.peg.633",171.284851,100.073593,134.139435,167.816986
"fig|214675.23.peg.634",4.777308,2.733284,4.72728,4.098113
"fig|214675.23.peg.635",113.435822,0.902484,61.979763,1.425494
"fig|214675.23.peg.636",2.955994,NA,1.812005,NA
"fig|214675.23.peg.638",11.121984,1.041676,6.641175,1.103162
"fig|214675.23.peg.641",0.837448,0.932765,1.818908,1.556382
"fig|214675.23.peg.642",1.957743,0.853489,2.81754,2.355525
"fig|214675.23.peg.643",7.315962,0.913665,12.207906,1.972257
"fig|214675.23.peg.644",120.339691,5.39161,100.78157,8.365777
"fig|214675.23.peg.646",5.09993,2.120108,4.616206,2.946743
"fig|214675.23.peg.647",25.206619,3.681519,23.11315,5.901752
"fig|214675.23.peg.648",6.310938,2.37548,8.405239,4.066983
"fig|214675.23.peg.649",11.461323,5.348775,6.013935,4.887822
"fig|214675.23.peg.650",9.134007,3.161367,2.013836,1.110489
"fig|214675.23.peg.651",1.317757,1.423956,0.931556,1.353411
"fig|214675.23.peg.652",2.06398,1.347376,3.47355,3.103988
"fig|214675.23.peg.653",50.171097,16.37199,52.625183,20.96364
"fig|214675.23.peg.654",84.960457,76.629929,42.240726,59.233032
"fig|214675.23.peg.655",143.362076,4.767168,70.721397,5.733328
"fig|214675.23.peg.656",4.598702,1.078949,5.30017,2.499669
"fig|214675.23.peg.657",19.161005,9.676127,18.583694,17.611217
"fig|214675.23.peg.658",279.494263,11.564205,190.416931,23.977779
"fig|214675.23.peg.659",53.351143,4.159676,52.104485,9.861581
"fig|214675.23.peg.660",61.854565,5.445467,43.842823,12.497638
"fig|214675.23.peg.661",65.473877,5.883051,65.006714,13.20086
"fig|214675.23.peg.662",4.537784,3.89232,4.72879,10.033516
"fig|214675.23.peg.663",13.39066,3.728943,15.914068,7.866076
"fig|214675.23.peg.664",58.169174,4.806575,53.561932,9.237527
"fig|214675.23.peg.665",23.323929,16.881527,17.699881,25.495525
"fig|214675.23.peg.666",72.941093,22.131386,29.054617,29.544462
"fig|214675.23.peg.667",25.31023,9.950573,25.859373,18.544331
"fig|214675.23.peg.669",4.729124,1.554814,4.696833,2.035515
"fig|214675.23.peg.670",47.441402,5.797146,13.953757,4.916144
"fig|214675.23.peg.671",62.497303,0.740054,48.84948,1.064497
"fig|214675.23.peg.672",18.497761,3.839239,9.566635,5.304905
"fig|214675.23.peg.673",54.974865,6.47156,119.20269,13.396343
"fig|214675.23.peg.674",5.406729,1.159183,6.042677,1.389008
"fig|214675.23.peg.675",12.400649,1.95819,12.875704,4.576099
"fig|214675.23.peg.676",15.5792,13.506175,9.906034,26.275021
"fig|214675.23.peg.677",555.372986,37.222546,253.243057,51.572067
"fig|214675.23.peg.678",78.644958,38.839012,45.932117,55.769726
"fig|214675.23.peg.680",1.07999,NA,NA,NA
"fig|214675.23.peg.681",68.137543,9.214172,34.310757,12.193321
"fig|214675.23.peg.682",34.742718,4.512517,19.075073,6.222754
"fig|214675.23.peg.683",6.507947,1.628683,4.92306,2.516278
"fig|214675.23.peg.684",1.240477,13.606819,1.543592,16.709202
"fig|214675.23.peg.685",15.238483,9.742872,5.015398,9.862198
"fig|214675.23.peg.686",1.710158,0.536366,0.675352,0.792812
"fig|214675.23.peg.687",52.538116,NA,23.39435,0.570936
"fig|214675.23.peg.688",80.34478,5.160257,44.099392,4.762052
"fig|214675.23.peg.689",4.859821,0.460163,6.683134,1.492853
"fig|214675.23.peg.690",1.819903,NA,4.302398,0.670939
"fig|214675.23.peg.691",2.218214,NA,2.462069,0.454174
"fig|214675.23.peg.692",5.465677,0.878394,5.873281,1.718989
"fig|214675.23.peg.693",12.550128,3.193074,8.466668,5.735558
"fig|214675.23.peg.694",88.672531,13.540295,100.838799,29.607628
"fig|214675.23.peg.695",56.930573,32.121304,41.109463,47.655296
"fig|214675.23.peg.696",106.979935,59.405285,107.993111,114.913643
"fig|214675.23.peg.697",3.949342,8.915598,3.34698,6.52809
"fig|214675.23.peg.698",31.081512,13.042666,14.752367,12.006965
"fig|214675.23.peg.699",7.800227,1.711378,16.273409,4.205282
"fig|214675.23.peg.700",35.318638,4.460285,1.801253,4.470096
"fig|214675.23.peg.701",2.804751,1.759489,1.541347,1.918418
"fig|214675.23.peg.702",3.114024,0.391275,3.089134,1.117853
"fig|214675.23.peg.703",16.588139,2.557284,12.302463,4.763104
"fig|214675.23.peg.704",39.716908,7.264847,27.864897,10.488619
"fig|214675.23.peg.707",2.152648,2.421869,1.330913,3.360959
"fig|214675.23.peg.708",390.491241,60.907192,358.48584,90.234253
"fig|214675.23.peg.709",311.46817,47.408695,108.923866,54.41452
"fig|214675.23.peg.710",27.359034,8.653452,36.653061,16.495888
"fig|214675.23.peg.711",7.683667,3.953605,10.434205,4.865582
"fig|214675.23.peg.712",1.950169,3.799514,1.413553,5.71358
"fig|214675.23.peg.713",476.102814,68.314011,152.191345,70.428696
"fig|214675.23.peg.714",15.472726,3.041351,9.443608,3.422894
"fig|214675.23.peg.715",69.298355,2.703726,29.023214,3.078423
"fig|214675.23.peg.716",1.790981,NA,0.931176,NA
"fig|214675.23.peg.718",0.853085,NA,0.879961,NA
"fig|214675.23.peg.720",1.24248,2.685018,3.666801,9.67026
"fig|214675.23.peg.721",123.138344,27.452559,110.458267,39.076488
"fig|214675.23.peg.722",350.378082,46.90538,265.163239,53.506069
"fig|214675.23.peg.723",5.682422,28.015656,4.399299,41.874882
"fig|214675.23.peg.724",5.232789,7.202877,3.593197,11.690572
"fig|214675.23.peg.725",6.386054,1.542741,5.72503,3.041111
"fig|214675.23.peg.726",0.709737,NA,NA,NA
"fig|214675.23.peg.727",2.71391,NA,1.359517,NA
"fig|214675.23.peg.728",81.244179,17.367844,10.986639,9.62888
"fig|214675.23.peg.729",2.506893,1.795679,2.389282,3.18276
"fig|214675.23.peg.730",2.273232,0.540883,3.934217,1.421407
"fig|214675.23.peg.731",52.066799,5.544252,40.171291,8.817382
"fig|214675.23.peg.732",20.939837,5.711084,15.474086,7.84924
"fig|214675.23.peg.733",20.767241,9.815441,14.754375,19.560734
"fig|214675.23.peg.734",4.985639,0.870394,7.582446,1.786416
"fig|214675.23.peg.735",5.24438,0.483158,5.543113,1.043726
"fig|214675.23.peg.736",23.187359,0.781569,19.045021,1.932629
"fig|214675.23.peg.737",1.215605,0.372103,3.957856,3.256357
"fig|214675.23.peg.738",50.173519,11.799895,62.986023,20.823212
"fig|214675.23.peg.739",6.082532,8.727331,7.711749,15.401072
"fig|214675.23.peg.740",85.049576,13.357256,23.392347,9.34155
"fig|214675.23.peg.741",135.424271,12.24385,39.229649,10.416177
"fig|214675.23.peg.742",23.477818,4.05778,12.397678,4.313536
"fig|214675.23.peg.743",21.333467,3.265636,18.614767,5.511182
"fig|214675.23.peg.744",13.650479,5.594315,7.190355,7.459858
"fig|214675.23.peg.745",64.972412,3.294476,36.513756,3.349754
"fig|214675.23.peg.746",628.709351,18.174807,340.161713,38.194244
"fig|214675.23.peg.747",34.220825,6.578393,40.067799,17.115469
"fig|214675.23.peg.749",2.819945,1.523605,2.902576,2.818397
"fig|214675.23.peg.750",15.018416,2.251868,14.940722,4.300812
"fig|214675.23.peg.752",16.864723,5.932175,46.084141,31.492485
"fig|214675.23.peg.753",21.151215,2.278944,55.284115,12.455128
"fig|214675.23.peg.754",6.93701,3.181667,43.049446,15.399144
"fig|214675.23.peg.755",35.776051,5.534382,82.139626,26.706615
"fig|214675.23.peg.756",13.814088,1.381647,35.667435,8.356985
"fig|214675.23.peg.757",8.779825,2.718293,23.256285,12.507129
"fig|214675.23.peg.758",10.05358,1.391219,27.987068,7.03887
"fig|214675.23.peg.759",63.896343,3.232006,110.15892,14.733347
"fig|214675.23.peg.760",327.510406,10.504586,195.277069,14.775695
"fig|214675.23.peg.761",23.794525,3.570502,22.104633,5.616464
"fig|214675.23.peg.762",8.416493,1.641824,7.7273,1.869287
"fig|214675.23.peg.763",32.334873,4.017375,13.094137,3.949579
"fig|214675.23.peg.764",23.851313,4.05734,12.874534,5.287533
"fig|214675.23.peg.765",63.08147,6.790103,25.336613,6.93471
"fig|214675.23.peg.766",39.421265,5.327143,40.337379,7.317062
"fig|214675.23.peg.767",42.53368,1.088402,28.814188,1.71789
"fig|214675.23.peg.768",10.107061,6.227735,10.203192,9.883613
"fig|214675.23.peg.769",46.138325,7.68284,22.85845,6.386461
"fig|214675.23.peg.771",12.504932,3.208915,4.477147,2.168917
"fig|214675.23.peg.772",2.925857,0.453314,2.649591,1.18748
"fig|214675.23.peg.773",6.916083,3.897913,12.767254,7.248247
"fig|214675.23.peg.774",1.01756,1.72857,1.373787,4.135735
"fig|214675.23.peg.775",1.643121,0.353229,2.709127,0.466932
"fig|214675.23.peg.776",73.728775,13.571554,51.692719,18.014149
"fig|214675.23.peg.777",11.855865,11.722638,6.874097,14.857671
"fig|214675.23.peg.778",37.673626,7.647532,39.662872,17.259768
"fig|214675.23.peg.779",104.514603,8.276664,98.681419,19.232075
"fig|214675.23.peg.780",2.462209,1.827229,2.861026,4.163024
"fig|214675.23.peg.782",73.18985,7.281557,26.429682,5.680838
"fig|214675.23.peg.783",1399.023438,28.034359,311.86908,15.801702
"fig|214675.23.peg.784",18.715017,18.171873,84.227249,33.644066
"fig|214675.23.peg.785",3.415473,1.458195,5.183402,2.28323
"fig|214675.23.peg.787",18.949144,0.457935,10.692313,0.552976
"fig|214675.23.peg.788",414.343658,63.857159,106.198944,43.397503
"fig|214675.23.peg.789",0.862378,0.682178,NA,0.646947
"fig|214675.23.peg.790",20.957941,5.218216,9.799153,5.99277
"fig|214675.23.peg.791",76.857826,12.916771,51.701759,17.308327
"fig|214675.23.peg.792",41.740231,5.111863,33.265591,9.050994
"fig|214675.23.peg.793",2.417835,0.556739,2.900859,1.74913
"fig|214675.23.peg.794",24.70772,3.075512,26.222839,5.478292
"fig|214675.23.peg.795",39.381714,3.783938,23.068531,6.42134
"fig|214675.23.peg.796",31.14389,3.535688,16.965311,5.647563
"fig|214675.23.peg.797",14.391579,4.019528,8.123755,4.378153
"fig|214675.23.peg.798",93.098663,30.794893,46.061855,28.923544
