keggID	to30
lil:LB_106	162.519089
sbn:Sbal195_2227	23.235504
lil:LB_108	10.607086
lil:LB_111	4.116848
shd:SUTH_02109	5.361573
lil:LB_114	3.179463
lis:LIL_20102	1.148063
lil:LB_118	5.11129
tav:G4V39_09295	48.306198
lis:LIL_20108	34.513577
lil:LB_123	5.422971
dsf:UWK_03168	12.022513
camu:CA2015_3809	0.592942
cmr:Cycma_3864	3.385354
gxl:H845_1457	0.985624
lil:LA_0113	3.024064
mbu:Mbur_1899	1.763851
lil:LA_0110	2.037568
lis:LIL_10097	53.846256
lic:LIC_10092	0.693511
paeu:BN889_05176	3.490715
lic:LIC_10074	15.757803
lie:LIF_A0072	5.235578
lil:LA_0080	2.70945
grs:C7S20_17155	1.757105
lkm:EFP84_11195	8.22949
lil:LA_0072	6.156437
rev:HUE57_01805	8.284103
rev:HUE57_01805	16.833878
lil:LA_0062	3.064252
seon:BWZ22_11605	1.27481
lil:LA_0057	1.280364
hyf:DTO96_101282	7.413286
ceb:B0D95_03505	5.094601
lil:LA_0052	12.377141
lil:LA_0051	8.469266
paco:AACT_2886	3.677544
lil:LA_0046	4.84136
lil:LA_0045	1.506287
lagg:B0E33_08875	2.637562
lil:LA_0033	5.393623
lil:LA_0027	1.445773
lil:LA_0020	29.212727
afu:AF_0745	4.763817
lic:LIC_13496	4.891328
whe:EFA59_08055	8.678856
ceu:A7L45_06245	13.190537
chel:AL346_11035	10.998593
abaw:D5400_05875	2.803095
fcr:HYN56_01755	0.753276
fat:DVK85_06060	33.503582
lie:LIF_A2654	0.862905
saga:M5M_19155	18.879965
lil:LA_3305	10.957602
lil:LA_3302	8.380256
dol:Dole_0034	30.636862
lil:LA_3296	16.187777
lil:LA_3294	3.367936
lil:LA_3293	8.315877
lis:LIL_10940	3.229581
lil:LA_3289	7.919341
lil:LA_3288	0.0
lil:LA_3286	37.500443
lil:LA_3285	8.926613
kphy:AOZ06_22185	2.580174
lil:LA_2944	2.126916
lil:LA_2947	25.23592
ppd:Ppro_1380	17.042675
tmr:Tmar_1404	5.51313
pfla:Pflav_041560	6.970002
ccup:BKK81_31325	1.71242
sen:SACE_4756	1.975498
lil:LA_2959	9.154037
fad:CDH04_06500	26.15016
lil:LA_2968	29.374767
this:HZT40_01845	3.637242
amh:I633_11460	1.323497
aai:AARI_04680	2.356454
lic:LIC_11076	2.99614
lis:LIL_12556	3.696664
ful:C4N20_15045	1.474337
bce:BC2176	8.340601
lys:LBYS11_15145	0.476875
bba:Bd1820	14.674995
hmo:HM1_1592	5.872279
lil:LA_3613	2.09453
lil:LB_118	1.315802
hyf:DTO96_101282	4.195075
camp:CFT03427_1061	0.0
scot:HBA18_16695	3.94213
lil:LA_3627	6.384234
lic:LIC_10582	3.381621
lil:LA_3629	2.123512
kal:KALB_1452	0.764393
lil:LA_3636	5.208206
lic:LIC_10571	9.605751
plut:EI981_21390	1.342597
lis:LIL_10573	9.700102
awa:AA650_14330	9.056017
nst:Nstercoris_00483	2.892406
arp:NIES39_E02730	1.145472
sauo:BV401_39280	43.10466
lil:LA_3666	12.857764
lkm:EFP84_03675	3.800529
lagg:B0E33_10030	13.293554
hhy:Halhy_4875	2.057591
net:Neut_0908	1.695997
lic:LIC_11597	8.485082
llm:llmg_1854	3.087401
lis:LIL_11707	37.743549
bcoh:BC6307_17615	3.776842
lil:LA_2527	1.611613
dms:E8L03_02300	14.295273
mbu:Mbur_1899	7.936524
lic:LIC_11437	1.915017
lic:LIC_11437	0.584766
lagg:B0E33_10030	4.464497
mbu:Mbur_1899	3.377057
rhl:LPU83_pLPU83d0820	7.305037
dal:Dalk_2094	24.397007
meku:HUW50_02925	0.856918
apm:HIMB5_00008340	1.182021
lep:Lepto7376_4199	1.55302
gur:Gura_3046	74.177589
xce:Xcel_2419	2.075096
cga:Celgi_2410	0.749996
lil:LA_2561	6.163391
fnf:BSQ88_05960	1.405542
lil:LA_3529	4.74202
lil:LA_2569	10.105218
lil:LA_2570	10.604526
mad:HP15_p187g91	0.936446
apre:CNX65_15855	5.406554
pom:MED152_04280	0.703166
smur:BWP33_01885	2.464169
hmo:HM1_1592	2.069621
dol:Dole_2976	4.522835
lil:LA_2598	8.770104
metf:CFE53_03355	47.999142
lis:LIL_11488	3.597797
hch:HCH_01597	13.478515
lul:LPB138_03425	46.283413
lil:LA_2623	9.11064
lic:LIC_11359	20.315662
lic:LIC_11357	4.058292
lil:LA_2632	8.237409
lil:LA_2633	11.429719
bcw:Q7M_741	5.482711
lic:LIC_11350	7.067434
elt:FGE20_10145	11.940214
lil:LA_2643	2.651883
ctc:CTC_01706	2.972616
mkc:kam1_547	3.089356
trd:THERU_06435	2.193064
ngg:RG540_CH38170	8.525414
tpx:Turpa_2775	1.032085
djj:COP05_06865	3.929412
hhl:Halha_2401	3.765418
lis:LIL_11435	6.248344
lil:LA_2690	32.567318
lic:LIC_11308	2.752201
lic:LIC_11257	3.508959
cle:Clole_1194	55.759811
lil:LA_2749	6.630198
mtea:DK419_27425	6.168004
kci:CKCE_0405	7.382717
lis:LIL_11401	18.40037
mos:AXE82_07685	23.945801
tmo:TMO_0687	7.182109
lil:LA_2727	3.984747
bmd:BMD_3577	2.039438
mmet:MCMEM_0128	0.552242
mbu:Mbur_1899	0.364007
bbd:Belba_1407	20.353991
fnu:FN1094	2.527073
lil:LA_2706	9.067496
pace:A6070_09145	9.542962
lil:LA_2702	5.286766
lic:LIC_11303	2.404708
lis:LIL_11428	1.657129
gai:IMCC3135_16340	0.771348
lil:LA_3581	3.552186
lil:LA_3573	0.0
mtai:Mtai_v1c04510	238.875504
lil:LA_3565	2.890455
lagg:B0E33_10030	10.970323
lic:LIC_10633	9.373044
bagr:BA6348_06555	5.842436
fbt:D770_25305	0.472301
kor:AWR26_15100	10.13008
lic:LIC_10648	0.992416
lis:LIL_10662	0.408096
lil:LA_3540	1.793112
pmo:Pmob_0026	0.669298
rsm:CMR15_20106	14.352857
rso:RSc0992	24.815397
bbar:RHAL1_02630	14.415413
lil:LA_3529	7.165394
tcm:HL41_07400	1.529386
lagg:B0E33_10030	9.151116
pth:PTH_0951	3.719338
msa:Mycsm_05708	6.239648
lil:LA_3513	9.035466
tnr:Thena_1233	4.475771
izh:FEM41_11950	3.442722
scot:HBA18_16695	1.907964
lil:LA_3484	40.018291
gme:Gmet_1528	3.906015
grc:GI584_06905	4.022591
rle:RL0959	8.419893
fsi:Flexsi_0525	4.430546
hmo:HM1_1592	0.739749
rbm:TEF_07415	0.825029
rbm:TEF_07415	1.532509
lic:LIC_10728	3.845006
pgo:FSB84_05040	4.163965
lic:LIC_10733	18.388281
pact:CA264_10595	1.460786
lkm:EFP84_11230	4.160604
lic:LIC_10739	2.823671
pel:SAR11G3_00208	1.183363
lie:LIF_B121	0.554248
lil:LB_150	0.851985
lil:LB_151	0.904142
lil:LB_152	1.141096
fnf:BSQ88_02390	2.202116
lic:LIC_20124	1.798047
lil:LB_155	2.491479
lil:LB_156	1.547807
lis:LIL_20138	1.236065
lil:LB_158	0.891909
lic:LIC_20129	1.185026
lic:LIC_20130	1.714297
lis:LIL_20142	2.01044
lic:LIC_20132	3.518015
fse:DI487_07280	2.958597
lbj:LBJ_4177	2.076932
mib:UY43_C0001G0711	7.579797
lil:LB_176	9.688819
nic:DSQ20_03005	7.933504
lil:LA_1821	1.424875
seon:BWZ22_11605	0.363808
red:roselon_00100	1.741441
hht:F506_08165	2.04936
achr:C2U31_11105	15.988457
caba:SBC2_75270	16.027452
lic:LIC_12495	30.087379
spkc:KC8_06955	3.738673
salh:HMF8227_02526	6.522362
lgt:E4T54_05160	22.409258
oxy:HCG48_22930	6.538867
lil:LA_1184	2.120779
lis:LIL_11112	2.586662
hfr:G5S34_23215	7.267766
lic:LIC_12516	4.312247
lil:LA_1166	3.565505
mmas:MYMAC_004443	5.209687
iva:Isova_2221	3.28289
mno:Mnod_1799	1.87868
lil:LA_1333	5.290706
pel:SAR11G3_00092	2.828581
apre:CNX65_15855	4.715869
ssan:NX02_08950	17.935446
sbu:SpiBuddy_3010	0.0
abg:Asbog_01676	3.896604
rhz:RHPLAN_22740	21.005636
arp:NIES39_E02730	6.810862
lbj:LBJ_0070	0.932398
dsf:UWK_01734	5.465324
rce:RC1_0642	4.307224
vbc:C5Q97_19795	3.919185
trb:HB776_07385	3.090035
mym:A176_005178	1.689289
bme:BMEI1779	6.126637
lis:LIL_13096	53.714756
lil:LA_0579	1.940935
psed:DM292_00360	2.80575
prm:EW15_1629	2.211086
lil:LA_0565	4.837245
lic:LIC_13016	2.903024
hhd:HBHAL_2473	2.011545
pmx:PERMA_1160	0.816518
lie:LIF_A0444	10.816218
lic:LIC_13027	1.045371
lbj:LBJ_2844	10.618388
tig:THII_3121	22.664639
tpe:Tpen_1516	0.79206
lic:LIC_10409	6.650232
tvi:Thivi_0880	4.365955
kst:KSMBR1_2007	6.987929
lic:LIC_10403	14.393645
lie:LIF_A0392	3.264735
lil:LA_0457	21.659613
kal:KALB_1452	0.806035
lic:LIC_10383	4.249585
bsed:DN745_03645	6.63164
lie:LIF_A0748	18.521658
lil:LA_0909	4.178686
bhy:BHWA1_00699	3.734501
thef:E1B22_09150	8.529256
aalg:AREALGSMS7_02917	22.474735
thg:TCELL_1277	30.500843
barc:AOA65_1904	8.89572
emi:Emin_1130	11.742514
colw:A3Q33_18170	10.197081
dat:HRM2_16600	22.277269
caba:SBC2_75270	5.119139
lil:LA_0869	82.409073
dsf:UWK_03168	10.949086
lic:LIC_12764	0.844957
lis:LIL_12860	0.0
lis:LIL_12861	6.238444
lil:LA_0853	2.857111
palg:HFP57_00660	8.587482
lis:LIL_12869	4.919432
wgl:WIGMOR_0620	3.212798
lil:LA_0840	6.364186
lis:LIL_12877	2.269882
lil:LA_0833	6.545489
lil:LA_0832	7.441632
lil:LA_0828	49.442032
acry:AC20117_02015	8.707983
ppsc:EHS13_33865	5.361266
lkm:EFP84_06165	0.492271
lil:LA_0806	1.430532
lis:LIL_12910	4.479737
lil:LA_0790	39.842888
lil:LA_0789	1.776875
saci:Sinac_5692	4.826335
lil:LA_0778	4.256487
lic:LIC_12841	11.966546
lis:LIL_12946	58.62542
gao:A2G06_08380	174.22467
azc:AZC_0928	9.28714
lil:LA_0727	5.859977
alus:STSP2_02144	0.938411
lis:LIL_10777	2.738257
hyj:FHG12_12845	1.882248
haxi:HAALTHF_04080n	33.587887
tpx:Turpa_2698	13.328269
mbah:HYN46_07285	5.748416
lie:LIF_A2699	4.347315
lis:LIL_10818	10.361371
lil:LA_3363	6.413726
tfr:BR63_10070	4.008291
rgn:RGna_12855	4.286052
arp:NIES39_E02730	0.713123
tkm:TK90_0100	1.797605
tkm:TK90_0100	0.450313
tmc:LMI_0371	2.370552
dori:FH5T_13955	1.866326
kal:KALB_1452	3.651982
dsf:UWK_03168	6.675599
lis:LIL_12205	18.1259
lis:LIL_12203	8.437041
bof:FQV39_14950	4.99114
dwd:DSCW_34400	8.377031
plu:plu4830	40.197647
lil:LA_1859	110.8629
star:G3545_23690	12.318598
fia:NA23_08610	8.381452
lkm:EFP84_03100	5.990022
lil:LA_1865	4.440987
bsto:C0V70_02780	2.438939
aol:S58_11700	5.207526
lil:LA_1889	0.0
lic:LIC_12184	0.594873
lil:LA_1896	89.976387
lil:LA_1897	54.743065
lil:LA_1898	37.409588
con:TQ29_11650	2.631037
pmy:Pmen_1295	3.014129
cct:CC1_05430	2.244008
lic:LIC_11992	6.803843
deo:CAY53_10930	5.09215
mjl:Mjls_5689	70.332222
lil:LA_1930	30.945042
hhd:HBHAL_2473	5.380017
pts:CUJ90_21645	18.186949
len:LEP3755_10520	1.175146
slac:SKTS_23530	1.269351
lil:LA_2010	13.608246
lil:LA_2009	13.439452
lil:LA_2008	13.99469
lil:LA_2001	3.83582
cad:Curi_c17470	0.0
fes:HER31_17020	13.162202
lil:LA_1991	8.174256
lil:LA_1986	13.19369
keu:S101446_00590	0.908556
ttr:Tter_0104	4.266691
cbut:ATN24_11095	9.249928
gsb:GSUB_07665	12.064598
ccj:UL81_08255	1.05906
lbi:LEPBI_I2850	1.697774
axo:NH44784_059261	6.460388
rub:GBA63_11955	4.565994
lil:LA_1951	24.324175
lgt:E4T54_05160	18.283381
aii:E4K63_02220	0.0
tpx:Turpa_1461	2.176871
lic:LIC_10472	3.771707
puv:PUV_21100	0.710706
lil:LA_3747	20.593927
tpx:Turpa_1643	5.95449
pth:PTH_0951	4.858896
thf:MA03_04635	4.361366
lil:LA_3695	1.223014
iva:Isova_2221	2.541342
rpne:NCTC8284_03738	44.177147
lis:LIL_10439	3.661103
slac:SKTS_14590	29.894169
lil:LA_3822	4.697547
lil:LA_3823	6.696061
lil:LA_3824	43.11924
lil:LA_0929	2.603026
lic:LIC_12716	3.332667
lis:LIL_12802	0.0
laj:A0128_00610	1.806585
cdq:BOQ54_18705	35.741482
sbr:SY1_23010	6.861564
lil:LA_0956	10.197961
pth:PTH_0951	12.293427
lwl:FHG68_03790	6.234288
lil:LA_0973	3.883257
lil:LA_0993	1.333055
acm:AciX9_0202	11.259569
lic:LIC_10900	2.489159
snr:SNOUR_02560	0.732862
mbu:Mbur_1899	2.491296
mbu:Mbur_1899	1.053773
hmo:HM1_1592	16.953279
lic:LIC_13281	12.546207
lie:LIF_A3279	2.950393
lil:LA_4114	2.12127
pel:SAR11G3_00208	1.979344
lic:LIC_13271	2.218917
arp:NIES39_E02730	2.080071
gba:J421_2715	13.867357
lic:LIC_13262	16.649763
cfus:CYFUS_006241	4.446159
amu:Amuc_1190	11.426327
lil:LA_4221	1.646168
lil:LA_4220	2.025164
lil:LA_4219	1.621698
lis:LIL_13474	0.954979
lil:LA_4217	1.104224
lil:LA_4216	6.25763
lis:LIL_13471	1.497274
hmo:HM1_1592	5.387712
lil:LA_4206	0.0
lil:LA_4205	0.670175
lil:LA_4204	0.987805
cthe:Chro_2389	5.178982
lis:LIL_13438	0.459827
mpy:Mpsy_1340	9.095869
csn:Cyast_1025	44.716702
lil:LA_4171	18.436275
lil:LA_4168	14.865369
lil:LA_4167	2.251637
lic:LIC_13324	0.0
lkm:EFP84_19320	10.785203
dwd:DSCW_47150	9.671942
pel:SAR11G3_00761	3.175733
lil:LA_4139	94.71199
vcp:H9L18_12175	34.838177
lje:BUE77_07795	0.0
ade:Adeh_0371	2.188753
lie:LIF_A1650	2.016338
lic:LIC_11867	2.492565
lic:LIC_11866	3.965101
lxy:O159_16300	1.228233
lil:LA_2050	3.260478
lil:LA_2051	1.952269
lic:LIC_11860	4.546692
pth:PTH_0951	4.601222
lil:LA_2058	4.375048
pbas:SMSP2_01647	4.656249
lil:LA_2061	1.91195
lil:LA_2062	7.966872
lil:LA_2076	2.763733
lil:LA_2087	2.75421
lil:LA_2092	9.553063
pth:PTH_0951	3.564703
scl:sce1764	6.342637
lil:LA_2095	12.019449
lil:LA_2096	6.433527
lil:LA_2097	4.562378
lil:LA_2105	5.375333
lil:LA_2106	5.426239
hcv:FTV88_0636	2.140302
pma:Pro_0130	14.108823
sali:L593_11230	35.725052
mpli:E1742_16830	3.820025
kal:KALB_1452	1.217114
lil:LA_2115	0.793534
lil:LA_2116	0.850419
lil:LA_2119	12.430606
lil:LA_3086	4.976533
lil:LA_3085	3.456572
vir:X953_15095	15.727173
lil:LA_3080	6.727755
lst:LSS_15791	1.370191
mag:amb1082	4.221777
lie:LIF_A2468	7.245741
lil:LA_3051	1.743251
lil:LA_3540	0.697308
paco:AACT_2965	2.29588
mfw:mflW37_3950	0.0
lis:LIL_12491	7.151228
cale:FDN13_13375	5.152792
lil:LA_2924	5.428476
psyh:D0S48_12660	1.294067
ccz:CCALI_01052	1.826312
ccz:CCALI_01052	3.761811
agv:OJF2_49420	2.986191
agv:OJF2_49420	0.904738
psyh:D0S48_12660	1.033522
psyh:D0S48_12660	0.747211
lil:LA_2935	1.853785
hmo:HM1_1592	8.842278
lil:LA_0256	18.95182
ctyk:CTK_C15030	8.47647
lil:LA_0251	59.37154
lil:LA_0244	115.330536
lie:LIF_A0210	130.637329
lic:LIC_10208	87.646767
lil:LA_0237	2.658204
lis:LIL_10203	4.289072
lil:LA_0229	5.170508
chd:Calhy_1552	1.098172
amyt:AMYT_0392	0.752679
lie:LIF_A0194	5.084079
hhm:BN341_18130	2.504218
hhy:Halhy_4875	430.098724
lil:LA_0185	9.173851
lic:LIC_10160	3.234777
lil:LA_0171	2.986007
dao:Desac_2111	15.005395
lil:LA_0157	3.996941
pth:PTH_0951	7.398793
cbi:CLJ_B0032	8.389612
ccl:Clocl_1669	7.430531
hadh:FRZ61_40400	15.683509
lic:LIC_10121	7.711634
oxy:HCG48_15465	1.797969
lil:LA_0130	1.981263
lil:LA_0126	5.234352
lil:LA_0125	6.418792
lil:LA_0124	6.099951
mbu:Mbur_1899	0.727489
anc:GBB76_17500	17.825249
lkm:EFP84_17850	12.761291
fbc:FB2170_09651	3.097432
afs:AFR_33235	5.498788
clg:Calag_1231	8.29696
thef:E1B22_09150	0.0
psl:Psta_4204	1.186666
doa:AXF15_00100	3.956582
baj:BCTU_367	3.895444
sod:Sant_1609	1.844368
efal:FH779_04580	2.043965
lic:LIC_11175	2.447245
samb:SAM23877_5630	7.125875
lil:LA_2886	9.922421
lil:LA_1119	7.997124
hgn:E6W36_08880	0.945068
lkm:EFP84_14305	0.882673
lic:LIC_12551	13.032676
azz:DEW08_08080	17.861971
lil:LA_1139	3.531717
lic:LIC_12541	7.053027
lil:LA_1144	5.134735
lil:LA_1145	8.872237
lil:LA_1147	10.04868
rba:RB10127	4.004669
agu:AS4_34150	7.391636
lic:LIC_11633	51.332748
dat:HRM2_08670	3.271598
lil:LA_2309	84.007217
lis:LIL_11746	6.329717
tpx:Turpa_1643	7.007789
lil:LA_2324	10.453613
lil:LA_2326	17.698946
lie:LIF_A1901	1.906673
lic:LIC_11610	2.060988
lil:LA_2335	4.279705
metb:AW729_01355	1.695917
efv:CHH26_09260	0.0
rba:RB10127	25.457228
htq:FRZ44_08400	76.877747
tnp:Tnap_0551	0.929217
kal:KALB_1452	3.260733
lil:LA_2494	9.282207
lic:LIC_13162	18.507454
lil:LA_3958	10.158011
lil:LA_3959	5.348275
lic:LIC_13168	14.861341
paby:Ga0080574_TMP1432	2.41228
sagr:SAIL_4900	5.514239
ag:CAK50787	14.493725
lil:LA_3975	15.254661
dco:SAMEA4475696_1400	4.641737
beb:AEM42_03085	5.824455
lil:LA_3980	3.000404
lil:LA_1487	5.926895
dfg:B0537_05970	4.840039
arth:C3B78_09960	3.500325
hmo:HM1_1592	5.10243
lil:LA_1511	2.55586
lis:LIL_12376	4.266049
lil:LA_1518	3.608784
bmar:HF888_03850	21.927977
lmay:DPV73_12440	3.658828
lil:LA_1532	22.681316
cpas:Clopa_4535	3.928034
bhk:B4U37_15780	0.866334
syf:Synpcc7942_2454	1.890267
lagg:B0E33_10030	1.447082
pth:PTH_0951	2.337599
mhi:Mhar_1198	89.027161
lil:LA_4242	27.237782
mad:HP15_p187g91	6.394477
laj:A0128_18850	3.499646
lil:LA_4246	2.363762
hhy:Halhy_3688	1.78212
lic:LIC_13399	5.472649
scot:HBA18_16695	0.653291
tbz:BK011_03200	8.214753
lic:LIC_13404	17.47612
lil:LA_4255	4.807268
lil:LA_4261	1.425082
thig:FE785_09965	2.853388
lil:LA_4266	5.372743
seon:BWZ22_11605	0.838924
hala:Hrd1104_02780	6.265906
tsc:TSC_c14200	9.61533
tth:TT_C0815	1.424036
kal:KALB_1452	2.322689
lil:LA_4290	5.468351
lil:LA_4295	2.586009
thef:E1B22_09150	5.408215
lic:LIC_13442	13.297321
sld:T261_0279	10.040277
hmo:HM1_1592	1.574899
lic:LIC_13469	1.754239
azr:CJ010_18915	16.148952
lil:LA_4330	0.656921
fva:FV113G1_16900	4.171261
hhy:Halhy_4875	6.894602
pib:BBD41_29180	93.852341
lil:LA_3095	3.615443
lil:LA_4008	8.358432
lil:LA_4009	5.591398
lie:LIF_A3207	3.005589
gog:C1280_15680	7.498605
lic:LIC_13222	3.235287
spne:SPN034156_07570	18.09058
fmi:F0R74_09270	2.951379
pdag:4362423_01603	3.701568
dto:TOL2_C38020	0.459929
lil:LA_4067	94.676353
lil:LA_2200	2.449905
amo:Anamo_0184	24.563208
tpx:Turpa_2775	1.405059
lil:LA_2190	2.432312
cbe:Cbei_4080	0.760877
lis:LIL_11870	4.494877
lic:LIC_11747	4.959091
dal:Dalk_2094	4.015118
hhl:Halha_2401	2.654319
wpi:WP0454	0.658074
pab:PAB1523	1.430689
lis:LIL_11890	3.121399
lil:LA_2153	7.525678
lis:LIL_11892	12.176525
csq:CSCA_1240	24.387114
lis:LIL_11897	1.570536
lil:LA_2145	4.397678
ark:D6B99_12610	8.587393
lic:LIC_11778	2.24401
lis:LIL_11904	3.02084
lis:LIL_11905	6.549675
lil:LA_2139	58.551216
lic:LIC_11786	1.221723
baci:B1NLA3E_17845	0.700222
lis:LIL_11915	8.683426
lis:LIL_11918	1.573835
ssob:DK181_03195	8.148022
taci:TDSAC_1210	7.755572
lil:LA_1313	51.09705
deu:DBW_0325	9.534247
kst:KSMBR1_2855	5.117089
iva:Isova_2221	1.204377
lis:LIL_20263	0.637608
gpb:HDN1F_24370	1.503998
pcay:FRD00_07775	1.59837
lil:LA_1262	7.670056
piv:NCTC13079_00754	35.009747
lil:LA_1259	2.76515
lic:LIC_12449	1.784627
lil:LA_1257	2.136412
lil:LA_1256	7.702462
acp:A2cp1_2585	72.86335
dfl:DFE_0669	14.835026
lil:LA_1247	3.882337
dfd:Desfe_0908	3.390946
fia:NA23_08610	2.740185
