lil:LA_1704	291.14
lic:LIC_12091	281.95
lic:LIC_12094	40.02
bok:DM82_134	20.41
lic:LIC_12101	48.56
lec:LGMK_02530	27.08
dau:Daud_2046	16.3
dsf:UWK_01734	29.38
xyl:ET495_09035	5.61
mik:FOE78_04005	17.41
lil:LA_1662	32.66
lic:LIC_12124	39.06
lic:LIC_12125	29.56
lil:LA_1659	19.05
pul:NT08PM_0488	33.75
ag:AAS55722	25.81
ag:AAS55720	11.56
hni:W911_04430	32.47
vvm:VVMO6_02768	30.57
ras:RAS_p070	41.38
lic:LIC_12141	54.58
sdl:Sdel_1788	45.48
pbk:Back11_01900	28.06
lil:LA_1634	42.66
lil:LA_1633	26.73
lil:LA_1632	59.44
lil:LA_1631	79.85
lil:LA_1629	45.07
paf:PAM18_3946	32.24
lie:LIF_A1313	46.34
lgn:ABM34_10260	71.67
lic:LIC_12157	51.14
lil:LA_1624	58.04
lic:LIC_12161	29.47
ag:AAF67507	201.79
hcp:HCN_1199	64.81
hcv:FTV88_2809	115.44
ipo:Ilyop_0062	100.99
lil:LA_1615	58.75
clt:CM240_1652	98.59
bgw:VE98_C0001G0439	186.14
pys:Py04_1589	60.58
gka:GK3126	136.0
ecm:EcSMS35_3232	92.52
naf:GQ61_04745	87.93
lil:LA_1606	64.7
adp:NCTC12871_01317	69.3
lil:LA_1603	69.92
run:DR864_11465	70.9
dug:HH213_09665	46.96
lil:LA_1577	134.12
lil:LA_1596	50.04
arg:QT11_C0001G0506	149.49
ag:CAK50784	152.31
anm:GFC28_1688	48.41
lic:LIC_12194	105.88
lic:LIC_12195	83.65
brad:BF49_6200	152.23
aoz:HUE56_00815	180.58
synk:KR100_01405	164.54
lic:LIC_12201	63.4
lic:LIC_12202	106.97
lil:LA_1579	48.89
ncv:NCAV_0985	111.26
malg:MALG_02854	63.53
lkm:EFP84_17850	17.2
anc:GBB76_17500	4.61
thec:FFX45_12040	18.87
cpas:Clopa_4535	100.63
lil:LA_1532	120.1
lmay:DPV73_12440	39.13
bmar:HF888_03850	56.78
lic:LIC_12243	47.72
lic:LIC_12248	24.65
lil:LA_1511	33.43
arth:C3B78_09960	75.35
dfg:B0537_05970	158.67
lil:LA_1487	101.9
caby:Cabys_1654	390.71
lil:LA_1481	23.17
lil:LA_1476	23.58
lil:LA_1477	10.7
lil:LA_1466	28.12
lic:LIC_12291	10.74
lil:LA_1463	18.54
lic:LIC_12293	17.07
lil:LA_1459	134.27
lil:LA_1451	31.63
lil:LA_1437	10.23
mmal:CKJ54_13250	6.95
lic:LIC_12317	760.64
spoa:EQM13_17665	49.82
lil:LA_1424	200.53
stq:Spith_2022	130.75
sur:STAUR_4866	647.82
oac:Oscil6304_2141	277.36
lic:LIC_12328	11.85
acip:CBP36_07200	7.17
lic:LIC_12334	59.43
lil:LA_1409	243.85
labr:CHH27_17525	126.71
bme:BMEI1779	67.73
mym:A176_005178	18.8
trb:HB776_07385	213.6
vbc:C5Q97_19795	14.17
rce:RC1_0642	3.79
lbj:LBJ_0070	1.78
rhz:RHPLAN_22740	14.9
abg:Asbog_01676	19.87
ssan:NX02_08950	41.43
pel:SAR11G3_00092	23.92
lic:LIC_12392	65.21
ssob:DK181_03195	45.35
taci:TDSAC_1210	267.06
lil:LA_1313	457.75
deu:DBW_0325	95.71
kst:KSMBR1_2855	25.57
lis:LIL_20263	20.54
gpb:HDN1F_24370	32.94
rxy:Rxyl_0854	18.14
lil:LA_1262	60.3
piv:NCTC13079_00754	129.52
lic:LIC_12449	31.36
lil:LA_1257	24.01
lil:LA_1256	99.8
acp:A2cp1_2585	131.68
dfl:DFE_0669	136.01
lil:LA_1247	42.2
lic:LIC_12466	58.85
lil:LA_1224	466.18
lic:LIC_12475	229.61
lic:LIC_12476	219.43
red:roselon_00100	2.1
achr:C2U31_11105	29.87
caba:SBC2_75270	14.51
lic:LIC_12495	88.42
spkc:KC8_06955	24.43
oxy:HCG48_22930	49.16
lil:LA_1184	26.84
lil:LA_1182	21.79
hfr:G5S34_23215	13.16
dal:Dalk_3789	17.68
lil:LA_1166	13.09
mmas:MYMAC_004443	41.12
mee:DA075_27050	16.47
lil:LA_1147	129.92
lil:LA_1145	42.11
lil:LA_1144	85.65
lic:LIC_12541	56.53
lil:LA_1139	24.29
azz:DEW08_08080	147.77
lic:LIC_12551	48.86
lkm:EFP84_14305	26.32
hgn:E6W36_08880	35.7
lil:LA_1119	23.55
lie:LIF_A0904	16.54
csep:CP523_01015	78.29
lil:LA_1111	28.6
lil:LA_1110	59.36
lil:LA_1102	143.36
lil:LA_1101	96.05
tfr:BR63_15455	39.1
hmc:HYPMC_2860	20.34
lic:LIC_12579	25.11
lic:LIC_12589	8.73
prs:B9H02_05145	52.25
blut:EW640_13100	2.61
lic:LIC_12598	11.61
hhy:Halhy_3688	22.46
lil:LA_1047	60.14
lil:LA_1032	125.21
sye:Syncc9902_0114	3.75
lic:LIC_12631	65.3
lil:LA_1027	67.81
tav:G4V39_07670	14.72
lic:LIC_12648	20.79
bon:A361_25325	7.74
lic:LIC_12670	17.55
lil:LA_0973	5.73
lwl:FHG68_03790	18.33
lic:LIC_12694	401.84
sbr:SY1_23010	93.78
mym:A176_004709	827.75
lic:LIC_12711	6.9
lic:LIC_12716	5.54
lil:LA_0929	8.58
lie:LIF_A0748	43.08
lil:LA_0909	32.1
bhy:BHWA1_00699	30.34
thef:E1B22_09150	8.93
aalg:AREALGSMS7_02917	26.67
thg:TCELL_1277	67.46
barc:AOA65_1904	35.71
emi:Emin_1130	92.22
colw:A3Q33_18170	38.18
dat:HRM2_16600	126.04
lic:LIC_12761	210.79
lic:LIC_12764	2.48
lic:LIC_12770	4.24
lic:LIC_12771	43.85
lil:LA_0853	35.06
palg:HFP57_00660	24.2
lil:LA_0845	26.2
wgl:WIGMOR_0620	26.77
lil:LA_0840	52.08
lic:LIC_12788	27.82
lil:LA_0833	27.45
lil:LA_0832	20.23
lil:LA_0828	228.0
acry:AC20117_02015	40.68
ppsc:EHS13_33865	26.12
lkm:EFP84_06165	11.94
lil:LA_0806	12.73
lic:LIC_12820	70.24
lil:LA_0790	130.66
lil:LA_0789	12.16
saci:Sinac_5692	23.66
lic:LIC_12839	14.31
lic:LIC_12841	46.98
lis:LIL_12946	191.05
gao:A2G06_08380	1414.55
azc:AZC_0928	339.35
lil:LA_0727	121.53
alus:STSP2_02144	18.61
paut:Pdca_14000	5.44
lil:LA_0693	43.13
bsto:C0V70_17775	12.14
lil:LA_0671	60.28
barb:AOA66_0944	12.6
lic:LIC_12934	73.42
aaxa:NCTC10138_01451	26.59
asz:ASN_1158	13.4
lic:LIC_12949	12.34
lic:LIC_12950	3.32
syf:Synpcc7942_2454	10.37
lic:LIC_12955	21.22
lil:LA_0618	89.84
ccro:CMC5_022300	37.26
sen:SACE_0728	16.35
sua:Saut_0637	515.27
lil:LA_0595	2.54
lic:LIC_12982	123.57
aaxa:NCTC10138_00241	51.21
lic:LIC_12988	12.68
lil:LA_0579	16.44
psed:DM292_00360	10.14
prm:EW15_1629	17.61
lil:LA_0565	12.81
lic:LIC_13016	7.91
lie:LIF_A0444	44.38
lic:LIC_13027	5.18
lbj:LBJ_2844	9.67
tig:THII_3121	14.86
clg:Calag_1231	11.09
afs:AFR_33235	4.73
lil:LA_0512	367.66
lil:LA_3843	7.23
lil:LA_3863	9.97
lil:LA_3874	22.55
thb:N186_08950	9.82
lic:LIC_13104	6.96
lil:LA_3888	28.31
cte:CT2056	7.98
bsto:C0V70_18545	14.83
des:DSOUD_1479	42.3
pset:THL1_3734	2.95
tni:TVNIR_1685	17.88
enf:AKI40_0896	1.99
camu:CA2015_3809	2.88
fmo:C4N19_00565	89.8
mhad:B586_07090	16.52
laj:A0128_11770	46.7
cazo:G3A45_04400	45.18
lic:LIC_13138	12.68
lic:LIC_13141	11.43
lic:LIC_13142	24.68
ftu:FTT_1317c	34.59
lic:LIC_13145	42.31
sus:Acid_2404	54.76
lil:LA_3948	50.14
lil:LA_3949	45.72
lic:LIC_13162	89.52
lil:LA_3958	38.05
lic:LIC_13164	12.6
lic:LIC_13168	74.65
shn:Shewana3_4117	14.82
sagr:SAIL_4900	9.54
ag:CAK50787	31.2
lil:LA_3975	11.24
dco:SAMEA4475696_1400	15.18
bih:BIP78_1315	14.29
lil:LA_3980	11.77
scu:SCE1572_50720	17.47
lic:LIC_13193	5.76
lic:LIC_13194	29.48
lil:LA_3999	16.29
tsu:Tresu_1685	9.94
lil:LA_4004	8.47
lic:LIC_13201	77.94
lil:LA_4009	18.23
lie:LIF_A3207	32.08
gog:C1280_15680	21.81
lic:LIC_13222	11.43
spne:SPN034156_07570	122.11
fmi:F0R74_09270	16.9
pdag:4362423_01603	25.81
dto:TOL2_C38020	6.73
lil:LA_4067	189.47
lil:LA_4079	32.6
tsl:A3L11_05140	5.33
amu:Amuc_1190	68.78
cfus:CYFUS_006241	9.96
lil:LA_4092	200.11
gba:J421_2715	29.77
lic:LIC_13271	10.75
pel:SAR11G3_00208	20.49
lic:LIC_13279	19.12
lie:LIF_A3279	4.99
lic:LIC_13281	53.84
vcp:H9L18_12175	152.87
lil:LA_4139	274.33
pel:SAR11G3_00761	92.13
lkm:EFP84_19320	37.6
lic:LIC_13324	53.94
lil:LA_4167	10.59
lil:LA_4168	30.1
lil:LA_4171	69.8
csn:Cyast_1025	80.79
mpy:Mpsy_1340	60.24
lic:LIC_13336	5.55
cthe:Chro_2389	51.98
lic:LIC_13356	8.64
lil:LA_4205	2.19
